"Team","Match Up","Game Date","W/L","MIN","OffRtg","DefRtg","NetRtg","AST%","AST/TO","ASTRatio","OREB%","DREB%","REB%","TOV%","eFG%","TS%","PACE","PIE"
"NYK","NYK @ BOS","10/29/2010","L","48","102.0","105.0","-3.0","64.9","2.40","18.2","17.3","62.7","39.8","10.1","48.8","52.1","99.50","47.3"
"SAC","SAC @ NJN","10/29/2010","L","48","100.0","107.1","-7.1","53.8","1.75","15.4","30.0","71.9","44.6","12.0","44.6","47.9","99.50","39.8"
"NOH","NOH vs. DEN","10/29/2010","W","48","108.6","102.2","6.5","60.5","1.53","18.1","26.8","68.4","46.8","16.1","53.2","57.7","93.00","55.4"
"DET","DET vs. OKC","10/29/2010","L","48","109.5","110.5","-1.1","40.0","0.89","12.4","36.7","57.4","47.6","18.9","51.8","55.4","95.00","44.0"
"TOR","TOR vs. CLE","10/29/2010","W","48","107.4","86.2","21.3","61.5","1.26","17.9","39.5","73.6","58.3","20.2","51.2","56.2","94.00","69.5"
"MIN","MIN vs. MIL","10/29/2010","W","48","95.0","85.0","10.0","40.6","0.68","9.6","40.4","78.9","59.6","18.8","41.2","47.6","100.50","62.1"
"LAC","LAC @ GSW","10/29/2010","L","48","95.8","113.5","-17.8","53.1","1.00","13.1","31.6","70.7","48.0","17.9","41.6","46.9","95.50","34.2"
"ATL","ATL @ PHI","10/29/2010","W","48","110.6","107.4","3.2","66.7","1.20","18.6","29.7","70.4","53.8","21.3","55.7","62.2","94.00","53.2"
"PHI","PHI vs. ATL","10/29/2010","L","48","107.4","110.6","-3.2","68.6","2.67","18.0","29.6","70.3","46.2","9.6","44.1","50.7","94.00","46.8"
"LAL","LAL @ PHX","10/29/2010","W","48","120.0","111.6","8.4","45.7","1.91","15.9","32.0","70.0","51.0","11.6","54.7","56.8","95.00","53.3"
"DAL","DAL vs. MEM","10/29/2010","L","48","95.7","94.8","1.0","70.6","1.20","18.9","22.0","69.1","49.0","21.3","51.4","54.5","95.00","55.2"
"NJN","NJN vs. SAC","10/29/2010","W","48","107.1","100.0","7.1","56.3","0.67","14.3","28.1","70.0","55.4","27.3","57.4","65.6","99.50","60.2"
"CLE","CLE @ TOR","10/29/2010","L","48","86.2","107.4","-21.3","46.9","0.79","12.2","26.4","60.5","41.7","20.2","43.5","45.8","94.00","30.5"
"IND","IND @ CHA","10/29/2010","W","48","114.3","109.8","4.5","69.4","2.27","19.7","26.1","60.9","43.5","12.1","52.5","57.4","91.50","52.2"
"OKC","OKC @ DET","10/29/2010","W","48","110.5","109.5","1.1","48.5","1.33","12.0","42.6","63.3","52.4","12.6","40.0","50.3","95.00","56.0"
"ORL","ORL @ MIA","10/29/2010","L","48","78.7","109.1","-30.4","23.8","0.31","4.8","25.5","65.3","45.0","18.0","33.3","41.7","88.50","24.5"
"MIA","MIA vs. ORL","10/29/2010","W","48","109.1","78.7","30.4","51.5","1.42","13.9","34.7","74.5","55.0","13.6","46.3","51.7","88.50","75.5"
"PHX","PHX vs. LAL","10/29/2010","L","48","111.6","120.0","-8.4","47.7","2.10","16.2","30.0","68.0","49.0","10.5","52.2","53.7","95.00","46.7"
"GSW","GSW vs. LAC","10/29/2010","W","48","113.5","95.8","17.8","74.4","1.78","23.0","29.3","68.4","52.0","18.8","61.7","61.6","95.50","65.8"
"CHA","CHA vs. IND","10/29/2010","L","48","109.8","114.3","-4.5","54.8","1.00","13.6","39.1","73.9","56.5","18.5","47.1","56.2","91.50","47.8"
"MEM","MEM @ DAL","10/29/2010","W","48","94.8","95.7","-1.0","54.8","1.31","13.2","30.9","78.0","51.0","13.5","41.3","47.5","95.00","44.8"
"BOS","BOS vs. NYK","10/29/2010","W","48","105.0","102.0","3.0","75.0","1.83","22.0","37.3","82.7","60.2","18.0","51.1","53.1","99.50","52.7"
"MIL","MIL @ MIN","10/29/2010","L","48","85.0","95.0","-10.0","58.1","1.29","14.0","21.1","59.6","40.4","14.0","37.4","43.4","100.50","37.9"
"DEN","DEN @ NOH","10/29/2010","L","48","102.2","108.6","-6.5","54.3","0.95","15.4","31.6","73.2","53.2","21.5","52.8","57.2","93.00","44.6"
"SAS","SAS vs. NOH","10/30/2010","L","48","94.7","104.2","-9.5","72.7","1.71","18.3","24.1","82.1","48.4","14.7","42.4","47.8","95.00","44.0"
"IND","IND vs. PHI","10/30/2010","W","48","102.1","88.7","13.4","48.6","1.00","13.3","38.2","73.5","54.8","18.6","45.5","49.5","97.00","59.5"
"DET","DET @ CHI","10/30/2010","L","48","91.9","101.0","-9.1","45.2","0.78","10.8","32.1","64.8","48.2","18.2","40.9","46.7","99.50","38.8"
"PHI","PHI @ IND","10/30/2010","L","48","88.7","102.1","-13.4","36.1","0.68","10.7","26.5","61.8","45.2","19.6","47.6","48.3","97.00","40.5"
"MIL","MIL vs. CHA","10/30/2010","W","48","112.6","101.1","11.5","59.4","1.06","15.7","39.0","80.0","57.9","20.7","52.8","59.1","87.00","59.7"
"POR","POR @ NYK","10/30/2010","W","48","104.2","97.9","6.2","59.5","1.47","17.3","22.7","63.8","46.1","15.6","52.6","56.1","96.50","57.6"
"DEN","DEN @ HOU","10/30/2010","W","48","107.0","94.9","12.1","47.1","1.33","12.0","31.6","76.1","51.5","12.0","43.3","51.2","99.50","54.3"
"MEM","MEM vs. MIN","10/30/2010","W","48","99.1","81.7","17.4","62.8","1.50","18.1","23.1","60.7","43.4","16.4","50.5","54.0","109.50","70.4"
"CHI","CHI vs. DET","10/30/2010","W","48","101.0","91.9","9.1","45.9","1.06","12.6","35.2","67.9","51.8","16.0","45.9","50.7","99.50","61.2"
"SAC","SAC @ CLE","10/30/2010","W","48","116.3","113.0","3.3","60.0","1.60","18.8","32.5","66.7","51.1","16.3","57.8","61.1","92.00","54.3"
"CHA","CHA @ MIL","10/30/2010","L","48","101.1","112.6","-11.5","43.3","0.72","12.3","20.0","61.0","42.1","20.7","53.9","59.4","87.00","40.3"
"NOH","NOH @ SAS","10/30/2010","W","48","104.2","94.7","9.5","51.3","1.25","16.5","17.9","75.9","51.6","16.8","54.5","57.9","95.00","56.0"
"NYK","NYK vs. POR","10/30/2010","L","48","97.9","104.2","-6.2","43.2","0.94","12.0","36.2","77.3","53.9","17.5","46.0","48.0","96.50","42.4"
"CLE","CLE vs. SAC","10/30/2010","L","48","113.0","116.3","-3.3","56.4","1.69","17.2","33.3","67.5","48.9","14.1","52.5","56.1","92.00","45.7"
"HOU","HOU vs. DEN","10/30/2010","L","48","94.9","107.0","-12.1","51.4","1.00","14.8","23.9","68.4","48.5","19.2","47.5","52.1","99.50","45.7"
"MIN","MIN @ MEM","10/30/2010","L","48","81.7","99.1","-17.4","48.4","0.52","10.1","39.3","76.9","56.6","26.6","38.2","43.2","109.50","29.6"
"ATL","ATL vs. WAS","10/30/2010","W","48","105.3","101.1","4.3","55.9","1.12","14.4","41.7","73.8","56.7","18.1","45.1","52.5","94.00","50.7"
"WAS","WAS @ ATL","10/30/2010","L","48","101.1","105.3","-4.3","42.1","0.89","13.3","26.2","58.3","43.3","19.1","52.6","55.7","94.00","49.3"
"LAC","LAC vs. DAL","10/31/2010","L","48","87.4","105.3","-18.0","60.7","1.00","13.0","35.1","76.1","53.4","17.9","36.6","43.4","94.50","36.0"
"LAL","LAL vs. GSW","10/31/2010","W","48","109.2","84.7","24.5","64.1","1.25","17.0","46.2","71.4","59.3","20.4","47.7","52.9","98.00","63.9"
"MIA","MIA @ NJN","10/31/2010","W","48","114.8","90.7","24.1","80.6","3.63","23.6","20.0","60.0","45.3","9.1","57.5","61.6","87.00","75.7"
"DAL","DAL @ LAC","10/31/2010","W","48","105.3","87.4","18.0","63.9","1.64","18.0","23.9","64.9","46.6","14.9","51.3","55.1","94.50","64.0"
"NJN","NJN vs. MIA","10/31/2010","L","48","90.7","114.8","-24.1","53.3","1.07","12.7","40.0","80.0","54.7","17.4","37.1","41.0","87.00","24.3"
"GSW","GSW @ LAL","10/31/2010","L","48","84.7","109.2","-24.5","75.0","1.59","19.3","28.6","53.8","40.7","17.3","43.3","43.8","98.00","36.1"
"OKC","OKC vs. UTA","10/31/2010","L","48","97.1","118.8","-21.8","31.3","0.71","8.3","22.9","75.0","47.8","13.7","43.1","52.1","101.50","35.5"
"UTA","UTA @ OKC","10/31/2010","W","48","118.8","97.1","21.8","72.7","2.00","22.2","25.0","77.1","52.2","15.8","57.2","62.4","101.50","64.5"
"TOR","TOR @ SAC","11/01/2010","L","48","116.1","119.4","-3.2","48.7","1.27","14.5","42.9","61.2","52.0","16.1","51.2","55.2","93.00","47.0"
"SAS","SAS @ LAC","11/01/2010","W","48","103.2","93.6","9.6","73.7","1.56","21.4","24.4","70.2","48.9","19.1","53.8","56.7","94.00","54.5"
"CHI","CHI vs. POR","11/01/2010","W","48","120.9","107.7","13.2","62.8","1.80","20.9","33.3","62.7","51.2","16.5","64.1","64.6","91.00","60.0"
"SAC","SAC vs. TOR","11/01/2010","W","48","119.4","116.1","3.2","35.7","1.36","11.8","38.8","57.1","48.0","11.8","50.6","55.6","93.00","53.0"
"POR","POR @ CHI","11/01/2010","L","48","107.7","120.9","-13.2","45.5","1.50","12.1","37.3","66.7","48.8","11.0","41.3","50.0","91.00","40.0"
"LAC","LAC vs. SAS","11/01/2010","L","48","93.6","103.2","-9.6","68.4","1.53","19.5","29.8","75.6","51.1","18.1","48.8","49.4","94.00","45.5"
"MIL","MIL vs. POR","11/02/2010","L","48","88.4","104.7","-16.3","59.3","0.94","13.8","31.3","72.1","50.5","19.8","39.6","45.8","86.00","40.7"
"MEM","MEM @ LAL","11/02/2010","L","48","108.2","125.3","-17.0","57.9","1.83","16.2","29.8","51.1","39.2","12.4","45.1","50.1","98.00","39.6"
"ATL","ATL @ CLE","11/02/2010","W","48","112.4","97.8","14.6","70.3","3.71","20.0","30.0","70.5","48.9","7.9","47.0","51.4","89.50","60.3"
"POR","POR @ MIL","11/02/2010","W","48","104.7","88.4","16.3","55.3","1.62","17.6","27.9","68.8","49.5","15.1","51.9","53.6","86.00","59.3"
"MIA","MIA vs. MIN","11/02/2010","W","48","127.7","97.0","30.7","67.4","1.94","21.8","27.0","67.8","52.1","15.8","65.8","69.6","100.50","71.8"
"LAL","LAL vs. MEM","11/02/2010","W","48","125.3","108.2","17.0","51.2","1.16","15.5","48.9","70.2","60.8","19.2","59.5","63.8","98.00","60.4"
"PHI","PHI @ WAS","11/02/2010","L","53","105.5","106.4","-0.9","77.3","1.48","22.7","20.5","71.1","47.6","21.1","57.5","62.0","98.72","51.2"
"DET","DET vs. BOS","11/02/2010","L","48","98.9","122.5","-23.6","37.1","0.76","11.0","40.0","71.8","54.8","19.5","46.2","49.5","88.00","29.1"
"WAS","WAS vs. PHI","11/02/2010","W","53","106.4","105.5","0.9","64.9","1.04","16.4","28.9","79.5","52.4","21.1","51.3","59.8","98.72","48.8"
"BOS","BOS @ DET","11/02/2010","W","48","122.5","98.9","23.6","78.6","4.13","24.8","28.2","60.0","45.2","9.0","56.2","61.3","88.00","70.9"
"CLE","CLE vs. ATL","11/02/2010","L","48","97.8","112.4","-14.6","46.9","1.07","12.7","29.5","70.0","51.1","15.6","46.6","51.5","89.50","39.7"
"MIN","MIN @ MIA","11/02/2010","L","48","97.0","127.7","-30.7","45.2","0.78","10.5","32.2","73.0","47.9","18.0","40.5","48.2","100.50","28.2"
"BOS","BOS vs. MIL","11/03/2010","W","53","106.1","103.0","3.0","64.9","1.50","17.9","29.5","61.8","47.5","16.2","49.4","56.4","89.66","59.2"
"MIL","MIL @ BOS","11/03/2010","L","53","103.0","106.1","-3.0","47.2","0.89","12.6","38.2","70.5","52.5","19.2","44.8","51.2","89.66","40.8"
"GSW","GSW vs. MEM","11/03/2010","W","48","112.7","106.9","5.9","68.4","1.30","17.1","42.4","68.2","53.4","19.6","48.4","53.8","102.00","50.3"
"DAL","DAL @ DEN","11/03/2010","W","48","112.1","111.0","1.1","56.4","1.57","17.1","37.8","66.0","52.6","15.4","50.6","55.2","91.00","53.0"
"MEM","MEM @ GSW","11/03/2010","L","48","106.9","112.7","-5.9","66.7","1.40","19.7","31.8","57.6","46.6","19.6","56.1","58.6","102.00","49.7"
"LAL","LAL @ SAC","11/03/2010","W","48","119.1","106.4","12.8","61.5","4.00","18.9","18.8","69.6","46.2","6.4","53.0","58.1","94.00","58.0"
"IND","IND @ PHI","11/03/2010","L","48","78.9","106.3","-27.4","67.9","1.46","14.6","26.6","79.5","48.1","13.7","35.4","38.9","95.00","29.1"
"UTA","UTA vs. TOR","11/03/2010","W","48","125.0","108.0","17.0","62.5","2.00","21.3","28.2","64.6","48.3","15.0","60.6","65.1","100.00","61.1"
"CHA","CHA @ NJN","11/03/2010","W","48","98.8","96.5","2.3","67.7","1.24","17.4","34.1","70.5","52.3","19.8","46.5","51.8","86.00","52.9"
"DEN","DEN vs. DAL","11/03/2010","L","48","111.0","112.1","-1.1","61.0","2.08","18.9","34.0","62.2","47.4","13.2","51.7","53.6","91.00","47.0"
"DET","DET @ ATL","11/03/2010","L","48","101.2","111.9","-10.7","58.3","2.63","16.7","39.3","71.9","51.1","9.5","41.7","44.0","84.00","36.9"
"NJN","NJN vs. CHA","11/03/2010","L","48","96.5","98.8","-2.3","65.6","1.24","17.8","29.5","65.9","47.7","19.8","46.0","50.9","86.00","47.1"
"TOR","TOR @ UTA","11/03/2010","L","48","108.0","125.0","-17.0","44.4","1.00","12.1","35.4","71.8","51.7","16.0","47.5","55.4","100.00","38.9"
"SAC","SAC vs. LAL","11/03/2010","L","48","106.4","119.1","-12.8","50.0","2.50","15.4","30.4","81.3","53.8","8.5","47.3","49.4","94.00","42.0"
"NOH","NOH @ HOU","11/03/2010","W","48","115.1","105.3","9.7","55.6","2.50","15.9","27.1","61.8","45.6","8.6","48.7","54.9","93.50","57.5"
"ORL","ORL vs. MIN","11/03/2010","W","48","126.7","85.1","41.6","58.7","2.08","18.2","40.0","68.4","55.1","12.9","58.2","60.3","101.00","80.7"
"PHX","PHX vs. SAS","11/03/2010","L","48","107.8","109.8","-2.0","48.8","1.54","14.5","31.4","64.1","45.6","12.7","48.9","53.9","102.00","47.4"
"MIN","MIN @ ORL","11/03/2010","L","48","85.1","126.7","-41.6","39.3","0.55","8.5","31.6","60.0","44.9","19.8","36.9","44.6","101.00","19.3"
"OKC","OKC @ LAC","11/03/2010","L","48","95.8","110.3","-14.5","50.0","1.31","13.0","33.3","76.7","52.0","13.5","40.0","45.9","96.50","39.2"
"PHI","PHI vs. IND","11/03/2010","W","48","106.3","78.9","27.4","55.3","2.10","16.8","20.5","73.4","51.9","10.5","49.4","54.9","95.00","70.9"
"SAS","SAS @ PHX","11/03/2010","W","48","109.8","107.8","2.0","52.4","0.96","16.1","35.9","68.6","54.4","22.5","58.4","61.5","102.00","52.6"
"ATL","ATL vs. DET","11/03/2010","W","48","111.9","101.2","10.7","69.4","1.79","21.4","28.1","60.7","48.9","16.7","56.0","60.9","84.00","63.1"
"HOU","HOU vs. NOH","11/03/2010","L","48","105.3","115.1","-9.7","56.4","1.83","16.4","38.2","72.9","54.4","12.8","46.2","49.0","93.50","42.5"
"LAC","LAC vs. OKC","11/03/2010","W","48","110.3","95.8","14.5","52.4","1.83","17.2","23.3","66.7","48.0","12.4","57.5","58.2","96.50","60.8"
"CHI","CHI vs. NYK","11/04/2010","L","48","113.1","122.4","-9.3","64.3","1.35","19.3","34.1","69.8","51.7","20.2","57.4","60.3","98.50","47.6"
"POR","POR vs. OKC","11/04/2010","L","53","110.4","113.8","-3.4","62.8","2.45","19.3","35.8","59.5","46.3","11.5","48.9","52.6","86.04","52.8"
"NYK","NYK @ CHI","11/04/2010","W","48","122.4","113.1","9.3","67.5","1.59","19.6","30.2","65.9","48.3","17.3","60.0","64.7","98.50","52.4"
"OKC","OKC @ POR","11/04/2010","W","53","113.8","110.4","3.4","30.0","0.71","9.8","40.5","64.2","53.7","18.1","51.2","57.9","86.04","47.2"
"DEN","DEN vs. LAC","11/05/2010","W","48","120.7","111.8","8.8","60.5","2.89","20.3","24.4","62.5","44.9","9.8","54.8","59.9","92.50","53.7"
"PHI","PHI vs. CLE","11/05/2010","L","48","119.6","128.1","-8.5","56.5","1.73","19.3","30.2","53.8","41.5","15.5","59.0","61.7","96.50","45.3"
"NOH","NOH vs. MIA","11/05/2010","W","48","106.7","102.2","4.5","66.7","1.86","20.5","26.2","71.7","50.0","15.6","51.9","55.5","90.50","54.2"
"MIN","MIN vs. ATL","11/05/2010","L","48","106.2","116.5","-10.3","57.1","2.18","17.3","35.1","70.0","49.5","11.3","46.5","49.4","97.00","41.4"
"LAL","LAL vs. TOR","11/05/2010","W","48","110.2","106.2","4.0","59.5","1.83","17.3","18.6","55.3","37.8","12.2","52.6","59.3","97.50","53.5"
"MIL","MIL @ IND","11/05/2010","W","48","94.9","90.0","4.9","50.0","1.07","12.5","23.2","80.9","49.5","15.2","43.4","48.9","99.50","50.8"
"MIA","MIA @ NOH","11/05/2010","L","48","102.2","106.7","-4.5","57.6","1.46","15.7","28.3","73.8","50.0","14.3","45.5","52.5","90.50","45.8"
"CLE","CLE @ PHI","11/05/2010","W","48","128.1","119.6","8.5","53.7","1.29","16.3","46.2","69.8","58.5","17.7","56.7","64.0","96.50","54.7"
"MEM","MEM @ PHX","11/05/2010","L","58","100.0","103.4","-3.4","46.7","0.81","13.3","33.3","56.5","45.4","22.0","50.0","53.2","98.07","50.3"
"LAC","LAC @ DEN","11/05/2010","L","48","111.8","120.7","-8.8","65.1","2.33","20.4","37.5","75.6","55.1","12.9","51.2","53.6","92.50","46.3"
"BOS","BOS vs. CHI","11/05/2010","W","53","106.8","101.0","5.8","64.3","1.80","20.0","12.2","69.8","41.7","14.6","53.7","59.1","93.74","52.7"
"TOR","TOR @ LAL","11/05/2010","L","48","106.2","110.2","-4.0","53.7","1.05","15.8","44.7","81.4","62.2","21.6","50.0","54.0","97.50","46.5"
"PHX","PHX vs. MEM","11/05/2010","W","58","103.4","100.0","3.4","53.5","0.82","13.8","43.5","66.7","54.6","23.5","49.5","53.4","98.07","49.7"
"IND","IND vs. MIL","11/05/2010","L","48","90.0","94.9","-4.9","37.9","0.58","9.2","19.1","76.8","50.5","19.0","42.7","51.0","99.50","49.2"
"CHI","CHI @ BOS","11/05/2010","L","53","101.0","106.8","-5.8","59.5","1.25","17.9","30.2","87.8","58.3","19.2","51.8","56.5","93.74","47.3"
"DET","DET vs. CHA","11/05/2010","W","48","110.2","101.1","9.1","43.8","1.08","12.3","27.9","71.9","46.7","14.8","47.3","55.8","88.50","47.5"
"GSW","GSW vs. UTA","11/05/2010","W","48","90.4","83.0","7.4","45.7","0.94","11.8","42.2","70.0","54.4","18.1","38.7","41.4","94.00","47.5"
"ATL","ATL @ MIN","11/05/2010","W","48","116.5","106.2","10.3","61.4","1.80","19.9","30.0","64.9","50.5","15.5","56.8","61.1","97.00","58.6"
"NYK","NYK vs. WAS","11/05/2010","W","48","113.1","92.9","20.3","52.3","1.21","16.5","37.0","69.0","52.3","19.2","57.5","59.0","98.50","63.2"
"NJN","NJN @ ORL","11/05/2010","L","48","98.9","115.4","-16.5","55.6","1.67","16.7","22.9","63.4","41.6","13.2","48.8","51.2","91.00","36.7"
"WAS","WAS @ NYK","11/05/2010","L","48","92.9","113.1","-20.3","38.2","0.52","10.5","31.0","63.0","47.7","25.5","48.0","53.7","98.50","36.8"
"CHA","CHA @ DET","11/05/2010","L","48","101.1","110.2","-9.1","75.7","1.22","22.2","28.1","72.1","53.3","25.8","61.9","62.6","88.50","52.5"
"UTA","UTA @ GSW","11/05/2010","L","48","83.0","90.4","-7.4","60.0","0.86","14.3","30.0","57.8","45.6","22.3","41.4","45.8","94.00","52.5"
"ORL","ORL vs. NJN","11/05/2010","W","48","115.4","98.9","16.5","47.1","0.94","13.2","36.6","77.1","58.4","18.7","55.6","61.7","91.00","63.3"
"DEN","DEN @ DAL","11/06/2010","W","48","110.8","97.9","12.9","56.8","1.75","16.8","25.0","66.7","45.2","12.9","53.0","56.4","93.50","58.1"
"HOU","HOU @ SAS","11/06/2010","L","53","112.0","112.7","-0.7","51.1","1.50","16.2","32.1","65.5","49.1","14.8","52.0","55.9","98.72","47.2"
"CHA","CHA vs. ORL","11/06/2010","L","48","95.7","101.1","-5.5","61.1","1.38","18.3","20.5","80.4","54.4","17.4","52.0","55.1","91.00","49.4"
"SAS","SAS vs. HOU","11/06/2010","W","53","112.7","112.0","0.7","57.1","2.33","17.9","34.5","67.9","50.9","10.9","53.0","55.4","98.72","52.8"
"MEM","MEM @ SAC","11/06/2010","W","48","109.9","97.8","12.0","32.5","0.87","10.7","37.8","60.0","49.5","16.5","50.0","53.7","92.00","56.9"
"DAL","DAL vs. DEN","11/06/2010","L","48","97.9","110.8","-12.9","35.3","0.57","9.9","33.3","75.0","54.8","22.3","47.4","52.6","93.50","41.9"
"NJN","NJN @ MIA","11/06/2010","L","48","94.7","107.4","-12.8","48.6","1.21","13.6","25.9","82.9","50.5","14.9","45.9","48.1","94.00","36.7"
"UTA","UTA vs. LAC","11/06/2010","W","58","104.8","101.9","2.9","52.5","1.75","14.5","35.0","58.8","45.9","11.5","44.3","49.3","86.48","51.2"
"WAS","WAS vs. CLE","11/06/2010","L","48","102.0","108.1","-6.1","66.7","1.63","18.6","32.0","81.8","55.3","16.0","48.9","52.7","99.50","49.9"
"POR","POR vs. TOR","11/06/2010","W","48","105.4","91.3","14.1","55.9","1.06","15.1","34.1","66.0","51.1","19.6","48.0","55.5","92.00","64.3"
"CLE","CLE @ WAS","11/06/2010","W","48","108.1","102.0","6.1","48.7","1.46","15.1","18.2","68.0","44.7","13.1","52.4","57.3","99.50","50.1"
