"Team","Match Up","Game Date","W/L","MIN","OffRtg","DefRtg","NetRtg","AST%","AST/TO","ASTRatio","OREB%","DREB%","REB%","TOV%","eFG%","TS%","PACE","PIE"
"HOU","HOU @ SAC","04/11/2018","L","48","90.2","104.3","-14.1","35.5","0.79","9.6","20.8","77.3","46.4","15.2","45.7","47.5","92.00","30.3"
"DEN","DEN @ MIN","04/11/2018","L","53","106.0","112.0","-6.0","46.3","1.27","14.2","28.8","76.0","52.0","15.0","52.8","54.1","90.57","43.7"
"ORL","ORL vs. WAS","04/11/2018","W","48","104.1","93.9","10.2","60.6","1.25","15.9","20.0","64.2","46.4","16.5","51.3","56.8","97.50","63.0"
"TOR","TOR @ MIA","04/11/2018","L","53","103.8","112.6","-8.8","57.1","1.71","16.9","24.1","65.1","46.2","13.3","50.5","53.8","94.19","46.6"
"DET","DET @ CHI","04/11/2018","W","48","122.7","89.7","33.0","57.4","2.25","20.3","23.8","69.0","50.0","12.4","61.2","63.7","97.00","69.5"
"SAC","SAC vs. HOU","04/11/2018","W","48","104.3","90.2","14.1","57.9","2.00","17.7","22.7","79.2","53.6","12.0","51.9","54.1","92.00","69.7"
"SAS","SAS @ NOP","04/11/2018","L","48","93.3","116.2","-22.9","59.5","1.29","15.7","24.6","71.8","43.8","16.2","44.6","48.8","105.00","34.8"
"WAS","WAS @ ORL","04/11/2018","L","48","93.9","104.1","-10.2","51.5","1.42","12.5","35.8","80.0","53.6","12.2","40.0","43.0","97.50","37.0"
"BKN","BKN @ BOS","04/11/2018","L","48","95.1","107.8","-12.7","73.0","1.69","19.0","22.8","60.3","41.7","15.7","46.7","49.5","102.00","45.9"
"MEM","MEM @ OKC","04/11/2018","L","48","118.3","131.7","-13.5","50.0","1.69","16.1","22.9","78.0","48.3","12.5","55.5","60.6","104.00","44.2"
"MIA","MIA vs. TOR","04/11/2018","W","53","112.6","103.8","8.8","56.5","2.89","17.2","34.9","75.9","53.8","8.7","48.6","50.5","94.19","53.4"
"NYK","NYK @ CLE","04/11/2018","W","48","112.2","102.1","10.2","69.8","2.00","21.7","26.2","58.1","45.2","15.3","57.6","60.6","97.00","62.1"
"CLE","CLE vs. NYK","04/11/2018","L","48","102.1","112.2","-10.2","40.5","0.94","10.9","41.9","73.8","54.8","16.7","42.6","46.1","97.00","37.9"
"LAL","LAL vs. HOU","04/10/2018","L","48","95.2","101.0","-5.8","57.9","1.29","16.1","20.8","78.4","49.0","16.3","47.8","51.2","104.00","49.7"
"HOU","HOU @ LAL","04/10/2018","W","48","101.0","95.2","5.8","51.4","1.00","14.2","21.6","79.2","51.0","18.3","51.1","55.2","104.00","50.3"
"PHI","PHI @ ATL","04/10/2018","W","48","113.1","105.6","7.5","67.4","1.61","19.2","30.6","78.0","56.5","16.8","59.2","60.4","107.00","56.5"
"CHA","CHA @ IND","04/10/2018","W","48","124.0","94.9","29.1","58.7","3.86","19.7","25.9","72.6","50.9","7.3","55.6","57.1","97.00","62.1"
"BOS","BOS @ WAS","04/10/2018","L","48","97.1","109.7","-12.6","66.7","1.29","15.6","27.6","75.0","48.0","16.3","45.4","51.1","103.50","42.3"
"UTA","UTA vs. GSW","04/10/2018","W","48","119.0","79.8","39.2","52.1","1.67","18.0","33.3","81.0","60.2","15.0","60.6","62.2","99.50","74.0"
"ATL","ATL vs. PHI","04/10/2018","L","48","105.6","113.1","-7.5","65.9","2.70","18.4","22.0","69.4","43.5","9.3","48.5","51.6","107.00","43.5"
"WAS","WAS vs. BOS","04/10/2018","W","48","109.7","97.1","12.6","78.0","1.60","21.9","25.0","72.4","52.0","19.4","58.4","61.5","103.50","57.7"
"IND","IND vs. CHA","04/10/2018","L","48","94.9","124.0","-29.1","55.0","2.75","16.1","27.4","74.1","49.1","8.2","44.4","45.4","97.00","37.9"
"GSW","GSW @ UTA","04/10/2018","L","48","79.8","119.0","-39.2","46.7","0.88","11.3","19.0","66.7","39.8","16.2","37.8","42.5","99.50","26.0"
"DAL","DAL vs. PHX","04/10/2018","L","48","103.2","130.5","-27.3","54.1","2.50","14.5","36.4","74.2","48.5","8.5","42.3","45.5","94.50","30.0"
"PHX","PHX @ DAL","04/10/2018","W","48","130.5","103.2","27.3","72.9","2.33","25.4","25.8","63.6","51.5","15.8","71.7","72.7","94.50","70.0"
"MIN","MIN vs. MEM","04/09/2018","W","48","115.3","97.9","17.4","64.3","1.50","18.5","46.8","69.2","58.6","18.4","52.3","57.4","97.00","61.9"
"SAC","SAC @ SAS","04/09/2018","L","48","97.7","112.6","-14.9","48.5","1.33","13.7","31.4","70.6","51.0","13.8","45.7","48.0","87.00","38.1"
"CLE","CLE @ NYK","04/09/2018","W","48","124.2","112.4","11.9","72.5","2.64","20.6","31.1","79.5","55.1","11.1","58.2","63.2","98.00","57.0"
"ORL","ORL @ MIL","04/09/2018","L","48","82.7","99.0","-16.3","70.6","1.20","17.6","17.0","75.5","46.2","19.2","44.5","47.4","103.50","41.2"
"CHI","CHI @ BKN","04/09/2018","L","48","105.0","112.9","-7.9","60.5","1.37","18.6","28.6","83.3","53.8","19.0","55.1","55.7","100.50","43.9"
"DEN","DEN vs. POR","04/09/2018","W","48","90.7","86.3","4.4","71.0","1.83","16.4","26.8","65.7","48.0","12.4","41.0","46.6","96.00","68.6"
"OKC","OKC @ MIA","04/09/2018","W","48","116.2","93.9","22.2","60.0","2.10","16.0","21.6","78.0","49.5","10.1","51.9","58.8","99.00","61.1"
"SAS","SAS vs. SAC","04/09/2018","W","48","112.6","97.7","14.9","52.9","2.25","15.0","29.4","68.6","49.0","9.2","45.1","51.7","87.00","61.9"
"MEM","MEM @ MIN","04/09/2018","L","48","97.9","115.3","-17.4","57.1","1.18","15.2","30.8","53.2","41.4","17.7","44.1","49.9","97.00","38.1"
"BKN","BKN vs. CHI","04/09/2018","W","48","112.9","105.0","7.9","78.0","1.78","22.9","16.7","71.4","46.2","17.8","61.0","64.3","100.50","56.1"
"MIA","MIA vs. OKC","04/09/2018","L","48","93.9","116.2","-22.2","52.5","1.40","16.0","22.0","78.4","50.5","15.2","48.9","49.9","99.00","38.9"
"POR","POR @ DEN","04/09/2018","L","48","86.3","90.7","-4.4","32.3","0.59","7.8","34.3","73.2","52.0","17.9","36.7","40.2","96.00","31.4"
"MIL","MIL vs. ORL","04/09/2018","W","48","99.0","82.7","16.3","66.7","1.53","18.3","24.5","83.0","53.8","16.5","47.8","51.6","103.50","58.8"
"NYK","NYK vs. CLE","04/09/2018","L","48","112.4","124.2","-11.9","56.5","1.86","19.7","20.5","68.9","44.9","14.4","59.2","59.1","98.00","43.0"
"NOP","NOP @ LAC","04/09/2018","W","48","111.9","97.1","14.8","77.3","4.25","23.4","18.2","66.1","43.6","7.9","52.1","54.4","102.00","58.0"
"LAC","LAC vs. NOP","04/09/2018","L","48","97.1","111.9","-14.8","64.4","1.81","19.0","33.9","81.8","56.4","15.5","46.9","47.0","102.00","42.0"
"DET","DET vs. TOR","04/09/2018","L","48","108.9","118.7","-9.8","62.9","3.67","18.6","12.8","73.2","40.9","6.7","50.6","55.1","90.50","44.4"
"TOR","TOR @ DET","04/09/2018","W","48","118.7","108.9","9.8","58.7","2.70","21.1","26.8","87.2","59.1","11.0","59.8","60.8","90.50","55.6"
"CHA","CHA vs. IND","04/08/2018","L","48","107.3","111.8","-4.5","67.5","1.29","19.1","14.3","82.2","49.4","19.3","56.9","62.8","109.50","47.7"
"DET","DET @ MEM","04/08/2018","L","48","120.6","131.3","-10.7","78.9","2.31","20.5","33.3","70.0","48.5","13.4","53.2","56.7","98.00","40.1"
"UTA","UTA @ LAL","04/08/2018","W","48","110.9","96.0","14.9","83.3","1.94","23.8","24.4","70.7","50.5","17.8","58.4","60.4","101.00","61.1"
"ATL","ATL @ BOS","04/08/2018","W","48","119.1","115.2","3.9","53.5","1.77","17.8","28.9","75.0","51.7","13.8","58.7","60.8","93.00","47.7"
"LAL","LAL vs. UTA","04/08/2018","L","48","96.0","110.9","-14.9","54.1","1.43","14.5","29.3","75.6","49.5","13.9","42.5","47.2","101.00","38.9"
"MEM","MEM vs. DET","04/08/2018","W","48","131.3","120.6","10.7","75.0","2.57","24.8","30.0","66.7","51.5","14.1","67.5","69.5","98.00","59.9"
"TOR","TOR vs. ORL","04/08/2018","W","48","114.3","104.1","10.2","71.8","1.65","20.9","18.2","80.4","51.6","17.3","60.9","63.2","97.50","53.3"
"GSW","GSW @ PHX","04/08/2018","W","48","114.7","98.0","16.7","57.4","2.45","20.0","15.2","76.4","48.5","10.8","59.4","60.6","102.00","60.2"
"ORL","ORL @ TOR","04/08/2018","L","48","104.1","114.3","-10.2","59.5","2.27","19.1","19.6","81.8","48.4","11.3","51.1","52.3","97.50","46.7"
"PHX","PHX vs. GSW","04/08/2018","L","48","98.0","114.7","-16.7","61.5","1.60","17.3","23.6","84.8","51.5","14.7","47.8","50.5","102.00","39.8"
"BOS","BOS vs. ATL","04/08/2018","L","48","115.2","119.1","-3.9","78.6","2.75","24.3","25.0","71.1","48.3","13.0","56.7","58.4","93.00","52.3"
"IND","IND @ CHA","04/08/2018","W","48","111.8","107.3","4.5","54.0","1.80","18.6","17.8","85.7","50.6","13.6","58.6","60.9","109.50","52.3"
"PHI","PHI vs. DAL","04/08/2018","W","48","109.0","98.0","11.0","69.6","2.91","22.4","23.4","77.6","53.3","11.0","54.9","56.1","99.50","58.2"
"DAL","DAL @ PHI","04/08/2018","L","48","98.0","109.0","-11.0","60.0","2.00","17.6","22.4","76.6","46.7","12.1","48.4","48.6","99.50","41.8"
"SAS","SAS vs. POR","04/07/2018","W","48","123.4","112.9","10.5","44.7","2.63","17.1","20.0","73.9","48.8","8.5","60.1","62.2","93.50","58.3"
"NYK","NYK vs. MIL","04/07/2018","L","48","106.3","118.6","-12.3","73.2","2.73","21.1","29.6","68.0","48.1","11.5","47.9","51.1","96.50","42.9"
"CHI","CHI vs. BKN","04/07/2018","L","48","93.2","119.2","-26.0","44.4","1.23","12.8","15.4","81.3","47.0","12.6","44.3","49.4","103.50","35.4"
"NOP","NOP @ GSW","04/07/2018","W","48","122.3","117.6","4.7","79.6","4.88","26.5","12.2","76.7","45.2","7.8","62.6","65.2","102.50","57.6"
"HOU","HOU vs. OKC","04/07/2018","L","48","106.3","112.5","-6.3","63.9","1.28","17.8","26.2","64.3","48.0","18.8","56.6","59.2","96.00","49.9"
"BKN","BKN @ CHI","04/07/2018","W","48","119.2","93.2","26.0","78.3","2.40","24.2","18.8","84.6","53.0","14.4","63.0","64.0","103.50","64.6"
"POR","POR @ SAS","04/07/2018","L","48","112.9","123.4","-10.5","42.9","1.38","14.6","26.1","80.0","51.2","14.0","54.0","56.5","93.50","41.7"
"OKC","OKC @ HOU","04/07/2018","W","48","112.5","106.3","6.3","58.3","1.91","15.4","35.7","73.8","52.0","11.5","45.1","51.2","96.00","50.1"
"DEN","DEN @ LAC","04/07/2018","W","48","141.1","119.8","21.3","67.9","4.50","25.7","25.7","58.8","45.3","8.4","69.4","70.4","95.50","59.3"
"MIL","MIL @ NYK","04/07/2018","W","48","118.6","106.3","12.3","66.7","3.00","21.1","32.0","70.4","51.9","10.3","53.8","57.2","96.50","57.1"
"LAC","LAC vs. DEN","04/07/2018","L","48","119.8","141.1","-21.3","58.1","2.27","17.6","41.2","74.3","54.7","11.5","52.9","56.4","95.50","40.7"
"GSW","GSW vs. NOP","04/07/2018","L","48","117.6","122.3","-4.7","63.3","1.82","21.7","23.3","87.8","54.8","16.7","62.8","63.3","102.50","42.4"
"MEM","MEM vs. SAC","04/06/2018","L","48","101.1","103.3","-2.2","54.1","1.33","15.6","32.0","63.0","46.9","16.3","47.6","50.6","91.50","49.4"
"ATL","ATL @ WAS","04/06/2018","W","48","102.0","97.0","5.0","63.2","1.33","18.2","18.2","81.5","53.1","17.8","55.1","57.8","100.50","53.3"
"NOP","NOP @ PHX","04/06/2018","W","48","114.0","98.1","15.9","64.4","1.93","18.8","33.3","73.8","54.2","14.0","53.5","56.6","106.00","59.4"
"ORL","ORL vs. CHA","04/06/2018","L","48","102.0","139.8","-37.8","64.3","3.00","19.6","23.6","69.2","42.6","9.2","49.5","50.1","98.00","32.3"
"CHI","CHI @ BOS","04/06/2018","L","48","103.0","107.8","-4.8","62.5","1.47","18.5","17.6","85.4","47.8","16.8","54.7","55.6","102.00","42.6"
"LAL","LAL vs. MIN","04/06/2018","L","48","100.0","116.5","-16.5","51.6","0.76","12.2","38.0","65.6","53.2","21.9","44.3","51.6","96.50","39.5"
"DET","DET vs. DAL","04/06/2018","W","53","108.7","103.9","4.7","52.2","2.18","17.4","22.0","80.0","52.4","10.6","56.5","56.8","93.28","53.4"
"MIA","MIA @ NYK","04/06/2018","L","48","99.0","123.2","-24.2","57.1","1.67","15.5","20.8","75.0","46.5","12.1","43.8","50.2","99.00","39.3"
"SAC","SAC @ MEM","04/06/2018","W","48","103.3","101.1","2.2","57.5","1.44","17.7","37.0","68.0","53.1","17.6","50.6","52.1","91.50","50.6"
"NYK","NYK vs. MIA","04/06/2018","W","48","123.2","99.0","24.2","73.3","2.75","22.9","25.0","79.2","53.5","12.1","60.7","62.1","99.00","60.7"
"TOR","TOR vs. IND","04/06/2018","W","48","94.8","76.8","18.0","75.0","1.17","19.0","38.5","76.2","59.1","23.7","48.2","50.5","96.00","69.5"
"BOS","BOS vs. CHI","04/06/2018","W","48","107.8","103.0","4.8","77.8","1.94","24.3","14.6","82.4","52.2","17.5","64.2","62.7","102.00","57.4"
"IND","IND @ TOR","04/06/2018","L","48","76.8","94.8","-18.0","61.5","1.23","12.7","23.8","61.5","40.9","13.7","33.9","38.1","96.00","30.5"
"MIN","MIN @ LAL","04/06/2018","W","48","116.5","100.0","16.5","58.1","5.00","17.5","34.4","62.0","46.8","5.2","47.0","50.7","96.50","60.5"
"PHI","PHI vs. CLE","04/06/2018","W","48","124.5","122.6","1.9","70.0","2.92","22.3","32.1","74.5","52.0","11.3","56.4","59.9","106.00","53.9"
"CHA","CHA @ ORL","04/06/2018","W","48","139.8","102.0","37.8","66.7","3.20","22.7","30.8","76.4","57.4","10.2","65.7","70.3","98.00","67.7"
"CLE","CLE @ PHI","04/06/2018","L","48","122.6","124.5","-1.9","53.3","1.60","16.9","25.5","67.9","48.0","14.2","60.9","64.0","106.00","46.1"
"WAS","WAS vs. ATL","04/06/2018","L","48","97.0","102.0","-5.0","51.4","1.50","14.1","18.5","81.8","46.9","12.0","45.4","49.9","100.50","46.7"
"DAL","DAL @ DET","04/06/2018","L","53","103.9","108.7","-4.7","65.0","2.17","18.7","20.0","78.0","47.6","11.8","50.5","53.0","93.28","46.6"
"PHX","PHX vs. NOP","04/06/2018","L","48","98.1","114.0","-15.9","54.1","1.43","14.2","26.2","66.7","45.8","13.3","44.1","48.8","106.00","40.6"
"POR","POR @ HOU","04/05/2018","L","48","97.9","101.1","-3.1","41.0","0.89","12.7","31.3","83.7","56.0","18.8","50.0","51.6","95.50","48.2"
"DEN","DEN vs. MIN","04/05/2018","W","48","111.1","104.3","6.8","60.0","1.91","16.2","33.9","69.6","51.8","12.2","45.5","50.7","91.00","50.8"
"WAS","WAS @ CLE","04/05/2018","L","48","112.7","117.8","-5.1","72.3","2.27","22.8","33.3","83.3","54.8","14.7","54.8","57.4","101.50","47.9"
"MIL","MIL vs. BKN","04/05/2018","L","48","112.1","120.2","-8.1","51.2","2.63","15.6","29.1","80.6","49.5","8.1","46.8","52.3","99.00","44.4"
"HOU","HOU vs. POR","04/05/2018","W","48","101.1","97.9","3.1","47.1","0.94","13.6","16.3","68.8","44.0","17.9","55.5","57.4","95.50","51.8"
"MIN","MIN @ DEN","04/05/2018","L","48","104.3","111.1","-6.8","56.4","2.75","16.8","30.4","66.1","48.2","8.7","46.2","49.0","91.00","49.2"
"CLE","CLE vs. WAS","04/05/2018","W","48","117.8","112.7","5.1","61.9","1.63","19.5","16.7","66.7","45.2","15.8","63.0","66.6","101.50","52.1"
"LAC","LAC @ UTA","04/05/2018","L","48","100.0","125.8","-25.8","51.4","1.13","13.8","37.0","67.4","51.7","16.8","46.2","52.0","94.00","37.4"
"BKN","BKN @ MIL","04/05/2018","W","48","120.2","112.1","8.1","73.2","1.50","22.1","19.4","70.9","50.5","20.2","67.3","70.6","99.00","55.6"
"GSW","GSW @ IND","04/05/2018","L","48","109.3","128.6","-19.3","78.4","1.81","20.9","27.7","63.6","45.1","16.5","50.0","56.6","97.50","43.8"
"UTA","UTA vs. LAC","04/05/2018","W","48","125.8","100.0","25.8","61.4","2.45","20.1","32.6","63.0","48.3","11.8","59.0","61.4","94.00","62.6"
"IND","IND vs. GSW","04/05/2018","W","48","128.6","109.3","19.3","64.0","2.46","21.9","36.4","72.3","54.9","13.3","61.8","63.3","97.50","56.2"
"ATL","ATL vs. MIA","04/04/2018","L","48","85.1","113.9","-28.7","60.6","1.25","14.8","23.0","74.1","47.0","15.8","41.7","44.1","101.00","34.6"
"DET","DET vs. PHI","04/04/2018","L","48","106.9","112.7","-5.8","76.9","1.67","20.5","27.8","74.5","49.5","17.8","53.4","55.0","101.50","42.0"
"TOR","TOR vs. BOS","04/04/2018","W","48","103.2","83.9","19.4","57.5","2.09","17.7","28.8","75.0","51.9","11.8","48.9","50.3","93.00","62.9"
"SAS","SAS @ LAL","04/04/2018","L","53","108.7","118.4","-9.7","59.5","2.50","17.2","28.3","80.5","49.5","9.7","47.9","51.4","93.28","42.7"
"MEM","MEM @ NOP","04/04/2018","L","48","95.0","124.2","-29.2","51.4","0.90","13.5","38.3","65.9","49.5","21.0","45.2","47.7","99.50","28.9"
"PHI","PHI @ DET","04/04/2018","W","48","112.7","106.9","5.8","72.7","2.46","21.9","25.5","72.2","50.5","12.7","56.7","59.1","101.50","58.0"
"DAL","DAL @ ORL","04/04/2018","L","48","105.3","110.5","-5.3","61.5","2.00","17.9","30.8","66.0","48.0","12.6","49.4","51.8","95.00","43.1"
"BOS","BOS @ TOR","04/04/2018","L","48","83.9","103.2","-19.4","40.0","0.59","8.7","25.0","71.2","48.1","18.3","35.3","44.7","93.00","37.1"
"MIA","MIA @ ATL","04/04/2018","W","48","113.9","85.1","28.7","54.8","1.92","16.7","25.9","77.0","53.0","11.9","53.7","56.7","101.00","65.4"
"ORL","ORL vs. DAL","04/04/2018","W","48","110.5","105.3","5.3","69.2","2.08","19.6","34.0","69.2","52.0","13.7","50.0","53.6","95.00","56.9"
"LAL","LAL vs. SAS","04/04/2018","W","53","118.4","108.7","9.7","68.1","2.29","22.4","19.5","71.7","50.5","13.6","62.2","64.9","93.28","57.3"
"NOP","NOP vs. MEM","04/04/2018","W","48","124.2","95.0","29.2","71.1","1.78","22.1","34.1","61.7","50.5","18.2","61.6","65.2","99.50","71.1"
"SAS","SAS @ LAC","04/03/2018","L","48","110.0","113.0","-3.0","61.5","2.00","17.4","27.5","62.0","44.6","12.0","48.9","54.8","100.00","50.0"
"BOS","BOS @ MIL","04/03/2018","L","48","105.2","109.3","-4.1","50.0","1.12","14.8","26.7","73.0","47.6","17.5","51.2","55.7","97.00","46.2"
"GSW","GSW @ OKC","04/03/2018","W","48","107.8","104.9","2.9","65.9","2.08","19.9","16.3","58.1","41.0","12.6","54.2","59.3","102.50","58.5"
"PHI","PHI vs. BKN","04/03/2018","W","48","118.6","92.2","26.4","56.0","2.80","20.3","18.6","85.7","56.6","9.8","59.9","61.2","102.50","67.9"
"DEN","DEN vs. IND","04/03/2018","W","48","108.1","106.1","2.0","75.6","1.94","21.1","34.7","84.1","58.1","16.2","51.7","54.7","98.50","54.5"
"TOR","TOR @ CLE","04/03/2018","L","48","107.1","113.1","-6.1","66.7","2.55","20.0","23.6","92.7","53.1","11.1","50.5","52.9","99.00","45.9"
"WAS","WAS @ HOU","04/03/2018","L","48","107.2","122.4","-15.2","65.8","1.47","20.0","7.7","73.3","42.9","17.5","61.1","63.3","97.50","42.0"
"HOU","HOU vs. WAS","04/03/2018","W","48","122.4","107.2","15.2","60.5","2.17","19.3","26.7","92.3","57.1","12.2","60.7","62.6","97.50","58.0"
"MIA","MIA vs. ATL","04/03/2018","W","48","102.0","99.0","3.0","53.7","1.57","16.4","25.5","71.7","49.0","14.1","49.5","52.2","99.00","52.2"
"NYK","NYK vs. ORL","04/03/2018","L","48","78.5","103.2","-24.7","56.7","1.42","13.9","21.4","69.8","45.0","12.9","37.2","40.0","93.50","32.9"
"IND","IND @ DEN","04/03/2018","L","48","106.1","108.1","-2.0","56.1","1.77","18.0","15.9","65.3","41.9","13.3","54.2","57.1","98.50","45.5"
"OKC","OKC vs. GSW","04/03/2018","L","48","104.9","107.8","-2.9","37.1","0.81","9.3","41.9","83.7","59.0","15.7","42.5","49.0","102.50","41.5"
"ORL","ORL @ NYK","04/03/2018","W","48","103.2","78.5","24.7","75.7","2.55","20.3","30.2","78.6","55.0","11.7","48.3","50.6","93.50","67.1"
"DAL","DAL vs. POR","04/03/2018","W","48","112.7","105.8","6.9","64.3","3.86","19.7","15.7","77.6","46.0","6.9","54.9","57.0","102.50","52.1"
"UTA","UTA vs. LAL","04/03/2018","W","48","117.0","111.1","5.9","67.4","2.07","19.9","34.6","81.4","55.8","14.0","56.2","58.0","99.50","54.5"
"LAL","LAL @ UTA","04/03/2018","L","48","111.1","117.0","-5.9","63.9","1.44","17.7","18.6","65.4","44.2","16.2","58.1","61.2","99.50","45.5"
"PHX","PHX vs. SAC","04/03/2018","W","48","99.0","94.9","4.0","51.4","1.20","14.2","23.9","78.3","54.7","15.3","49.4","53.0","98.50","57.4"
"CHI","CHI vs. CHA","04/03/2018","W","48","117.6","111.8","5.9","56.5","3.25","18.4","25.5","71.7","46.5","7.8","54.0","56.1","102.00","51.5"
"ATL","ATL @ MIA","04/03/2018","L","48","99.0","102.0","-3.0","64.9","1.33","17.4","28.3","74.5","51.0","18.2","49.4","51.8","99.00","47.8"
"POR","POR @ DAL","04/03/2018","L","48","105.8","112.7","-6.9","71.8","2.15","19.7","22.4","84.3","54.0","12.6","50.6","55.9","102.50","47.9"
"CHA","CHA @ CHI","04/03/2018","L","48","111.8","117.6","-5.9","60.0","1.20","17.3","28.3","74.5","53.5","19.6","57.4","61.1","102.00","48.5"
"MIL","MIL vs. BOS","04/03/2018","W","48","109.3","105.2","4.1","62.8","1.80","20.3","27.0","73.3","52.4","15.5","57.6","60.1","97.00","53.8"
"SAC","SAC @ PHX","04/03/2018","L","48","94.9","99.0","-4.0","60.6","2.00","15.2","21.7","76.1","45.3","10.1","43.3","47.4","98.50","42.6"
"CLE","CLE vs. TOR","04/03/2018","W","48","113.1","107.1","6.1","47.4","1.50","15.0","7.3","76.4","46.9","12.1","57.8","63.3","99.00","54.1"
"BKN","BKN @ PHI","04/03/2018","L","48","92.2","118.6","-26.4","58.8","1.11","15.3","14.3","81.4","43.4","17.5","52.5","52.1","102.50","32.1"
"LAC","LAC vs. SAS","04/03/2018","W","48","113.0","110.0","3.0","56.8","1.40","15.0","38.0","72.5","55.4","15.0","48.2","56.0","100.00","50.0"
"HOU","HOU @ SAS","04/01/2018","L","48","92.2","113.6","-21.4","46.2","1.20","10.5","24.1","78.3","49.0","11.1","38.3","46.2","89.00","34.7"
"CLE","CLE vs. DAL","04/01/2018","W","48","104.3","91.6","12.7","60.0","1.91","16.4","25.0","87.2","54.5","11.7","47.6","51.5","94.50","60.1"
"DEN","DEN vs. MIL","04/01/2018","W","53","116.4","114.7","1.7","67.5","1.59","17.3","34.5","75.0","55.0","15.5","50.6","58.1","99.17","53.3"
"POR","POR vs. MEM","04/01/2018","W","48","114.1","98.0","16.1","71.8","2.00","20.3","24.4","75.5","51.1","14.1","53.6","59.5","99.50","59.4"
"WAS","WAS @ CHI","04/01/2018","L","48","98.9","116.5","-17.5","73.0","1.59","20.8","18.2","75.6","45.9","17.9","50.6","54.5","96.00","44.6"
"IND","IND @ LAC","04/01/2018","W","48","123.3","115.6","7.8","54.8","2.09","17.4","42.2","68.3","54.7","12.2","55.2","58.3","90.00","53.2"
"LAL","LAL vs. SAC","04/01/2018","L","48","92.2","93.3","-1.1","60.0","1.20","14.9","27.1","68.9","50.5","16.7","44.7","48.3","90.00","53.2"
"BKN","BKN vs. DET","04/01/2018","L","48","98.0","111.3","-13.4","62.2","1.92","17.8","16.7","76.0","45.2","12.2","49.4","51.3","97.50","41.9"
"MEM","MEM @ POR","04/01/2018","L","48","98.0","114.1","-16.1","50.0","1.18","15.4","24.5","75.6","48.9","17.0","50.6","52.5","99.50","40.6"
"GSW","GSW vs. PHX","04/01/2018","W","48","114.7","105.9","8.8","64.6","2.07","22.0","19.0","78.4","51.6","14.7","61.2","62.9","101.50","56.3"
"UTA","UTA @ MIN","04/01/2018","W","48","122.2","97.0","25.2","63.0","1.71","21.5","20.6","77.4","55.2","17.2","67.8","69.5","99.50","64.8"
"OKC","OKC @ NOP","04/01/2018","W","48","101.9","97.2","4.7","58.5","1.33","16.1","32.8","83.0","55.2","16.8","47.9","51.4","107.00","48.9"
"DET","DET @ BKN","04/01/2018","W","48","111.3","98.0","13.4","44.7","1.55","13.5","24.0","83.3","54.8","11.3","49.4","55.1","97.50","58.1"
"CHI","CHI vs. WAS","04/01/2018","W","48","116.5","98.9","17.5","69.8","1.76","22.2","24.4","81.8","54.1","17.5","63.4","64.4","96.00","55.4"
"ORL","ORL @ ATL","04/01/2018","L","48","93.6","101.1","-7.5","57.6","3.80","14.8","23.4","79.5","46.3","5.3","39.6","43.3","93.50","42.0"
"DAL","DAL @ CLE","04/01/2018","L","48","91.6","104.3","-12.7","46.9","1.00","13.0","12.8","75.0","45.5","15.8","48.7","51.9","94.50","39.9"
"ATL","ATL vs. ORL","04/01/2018","W","48","101.1","93.6","7.5","80.5","2.06","24.4","20.5","76.6","53.7","17.2","54.7","55.0","93.50","58.0"
