"Team","Match Up","Game Date","W/L","MIN","OffRtg","DefRtg","NetRtg","AST%","AST/TO","ASTRatio","OREB%","DREB%","REB%","TOV%","eFG%","TS%","PACE","PIE"
"PHI","PHI vs. MIA","10/30/2013","W","48","111.8","108.9","2.9","55.8","1.33","17.6","27.0","79.5","55.6","17.6","58.8","62.9","101.50","56.7"
"OKC","OKC @ UTA","10/30/2013","W","48","100.0","97.0","3.0","27.3","0.64","7.4","23.5","75.0","48.5","13.9","44.4","52.9","101.00","53.3"
"BKN","BKN @ CLE","10/30/2013","L","48","101.1","105.4","-4.3","72.7","1.60","18.3","30.8","57.4","44.3","16.1","45.7","50.8","93.00","47.5"
"MIA","MIA @ PHI","10/30/2013","L","48","108.9","111.8","-2.9","71.4","1.58","21.6","20.5","73.0","44.4","18.8","58.8","60.6","101.50","43.3"
"IND","IND @ NOP","10/30/2013","W","48","103.3","97.8","5.4","63.3","1.06","15.6","27.9","61.5","46.3","19.6","50.0","57.1","92.00","59.5"
"MIN","MIN vs. ORL","10/30/2013","W","53","107.1","101.8","5.4","64.3","1.80","17.1","31.7","67.9","49.1","13.4","46.0","52.2","101.89","53.6"
"UTA","UTA vs. OKC","10/30/2013","L","48","97.0","100.0","-3.0","69.4","1.14","18.1","25.0","76.5","51.5","21.8","49.4","53.1","101.00","46.7"
"SAC","SAC vs. DEN","10/30/2013","W","48","97.8","94.6","3.2","39.4","0.93","10.9","28.0","65.2","45.8","15.2","45.7","49.4","92.50","45.6"
"DAL","DAL vs. ATL","10/30/2013","W","48","114.6","104.8","9.8","70.5","1.55","22.0","20.0","81.8","54.4","19.4","64.3","67.4","103.50","53.3"
"NOP","NOP vs. IND","10/30/2013","L","48","97.8","103.3","-5.4","50.0","1.13","13.3","38.5","72.1","53.7","16.3","42.9","47.8","92.00","40.5"
"ORL","ORL @ MIN","10/30/2013","L","53","101.8","107.1","-5.4","44.7","1.17","13.9","32.1","68.3","50.9","15.9","52.0","53.3","101.89","46.4"
"ATL","ATL @ DAL","10/30/2013","L","48","104.8","114.6","-9.8","73.0","1.59","19.4","18.2","80.0","45.6","16.3","53.9","59.6","103.50","46.7"
"BOS","BOS @ TOR","10/30/2013","L","48","94.6","101.1","-6.5","46.9","0.68","12.9","24.4","54.7","41.5","23.9","50.8","55.2","92.00","48.4"
"LAL","LAL @ GSW","10/30/2013","L","48","90.4","119.0","-28.7","54.3","1.12","14.1","21.4","76.2","44.9","16.3","43.8","47.8","104.50","29.7"
"DEN","DEN @ SAC","10/30/2013","L","48","94.6","97.8","-3.2","55.9","1.00","15.1","34.8","72.0","54.2","20.4","46.2","50.9","92.50","54.4"
"CLE","CLE vs. BKN","10/30/2013","W","48","105.4","101.1","4.3","60.0","1.50","15.6","42.6","69.2","55.7","15.1","44.6","49.5","93.00","52.5"
"POR","POR @ PHX","10/30/2013","L","48","96.8","108.3","-11.5","57.6","1.36","15.2","23.1","66.7","42.6","14.9","45.7","49.7","95.00","41.0"
"TOR","TOR vs. BOS","10/30/2013","W","48","101.1","94.6","6.5","39.5","0.83","11.5","45.3","75.6","58.5","19.6","47.1","48.4","92.00","51.6"
"MEM","MEM @ SAS","10/30/2013","L","48","98.9","106.3","-7.4","61.5","1.71","17.6","30.5","87.2","53.1","14.7","46.2","47.2","95.00","43.8"
"MIL","MIL @ NYK","10/30/2013","L","48","88.3","95.7","-7.4","55.9","0.79","15.4","26.8","77.1","50.0","25.5","49.3","52.3","94.00","41.1"
"GSW","GSW vs. LAL","10/30/2013","W","48","119.0","90.4","28.7","73.9","2.27","23.0","23.8","78.6","55.1","14.3","62.2","65.0","104.50","70.3"
"WAS","WAS @ DET","10/30/2013","L","48","104.1","115.3","-11.2","67.6","1.35","17.2","29.2","63.4","44.9","17.3","50.0","55.4","98.00","41.3"
"CHI","CHI vs. NYK","10/31/2013","W","48","92.1","89.0","3.1","64.5","1.05","16.1","32.6","66.1","51.0","21.3","42.8","48.6","90.00","55.5"
"GSW","GSW @ LAC","10/31/2013","L","48","107.5","117.8","-10.3","65.0","1.04","17.9","29.3","56.0","44.0","23.4","60.5","63.5","107.00","42.3"
"LAC","LAC vs. GSW","10/31/2013","W","48","117.8","107.5","10.3","64.3","1.42","17.4","44.0","70.7","56.0","17.8","54.7","58.9","107.00","57.7"
"NYK","NYK @ CHI","10/31/2013","L","48","89.0","92.1","-3.1","64.5","1.33","15.7","33.9","67.4","49.0","16.5","41.3","43.9","90.00","44.5"
"DET","DET @ MEM","11/01/2013","L","53","106.9","108.8","-1.9","50.0","1.05","15.1","34.6","69.2","49.5","19.8","51.1","54.2","91.92","42.3"
"LAL","LAL vs. SAS","11/01/2013","L","48","89.5","95.8","-6.3","73.3","1.83","17.3","22.6","69.0","46.8","12.6","41.5","45.9","95.00","48.0"
"OKC","OKC @ MIN","11/01/2013","L","48","82.7","101.0","-18.4","55.2","0.76","12.4","29.1","71.7","48.5","21.4","39.2","44.3","98.50","28.0"
"SAS","SAS @ LAL","11/01/2013","W","48","95.8","89.5","6.3","52.6","1.67","15.2","31.0","77.4","53.2","12.6","43.1","45.4","95.00","52.0"
"MIA","MIA @ BKN","11/01/2013","L","48","104.2","105.2","-1.0","75.0","1.50","19.2","12.8","71.1","41.6","16.7","53.0","60.4","96.00","51.7"
"UTA","UTA @ PHX","11/01/2013","L","48","90.3","93.5","-3.2","64.5","0.95","14.4","47.4","66.0","56.4","22.6","39.4","43.4","93.00","43.8"
"BOS","BOS vs. MIL","11/01/2013","L","48","107.7","115.4","-7.7","38.2","0.76","10.5","44.7","67.9","57.0","18.7","47.4","52.8","91.00","42.7"
"HOU","HOU vs. DAL","11/01/2013","W","48","107.6","99.1","8.6","50.0","0.74","12.4","32.6","67.7","53.2","21.9","54.1","59.2","105.50","61.9"
"ORL","ORL vs. NOP","11/01/2013","W","48","114.6","93.8","20.8","56.4","1.16","17.6","20.6","67.2","50.5","19.8","63.6","67.2","96.00","68.5"
"MIL","MIL @ BOS","11/01/2013","W","48","115.4","107.7","7.7","51.4","2.57","14.3","32.1","55.3","43.0","7.7","45.2","53.1","91.00","57.3"
"DEN","DEN vs. POR","11/01/2013","L","48","102.1","116.5","-14.4","38.9","2.80","10.4","35.2","63.3","48.1","5.2","39.4","43.0","96.50","40.3"
"LAC","LAC @ SAC","11/01/2013","W","48","125.0","113.5","11.5","74.3","1.73","20.5","34.2","68.8","53.5","17.0","58.6","64.7","88.50","55.8"
"POR","POR @ DEN","11/01/2013","W","48","116.5","102.1","14.4","56.8","3.57","17.5","36.7","64.8","51.9","7.2","49.5","51.6","96.50","59.7"
"MEM","MEM vs. DET","11/01/2013","W","53","108.8","106.9","1.9","62.5","1.25","18.2","30.8","65.4","50.5","19.6","55.8","61.5","91.92","57.7"
"WAS","WAS vs. PHI","11/01/2013","L","48","99.0","104.8","-5.8","56.1","1.28","16.2","30.9","65.3","47.1","17.5","48.4","50.3","103.50","47.0"
"CHA","CHA vs. CLE","11/01/2013","W","48","97.8","90.3","7.5","63.6","1.31","16.8","28.9","64.3","48.5","17.4","47.3","51.2","92.50","62.8"
"SAC","SAC vs. LAC","11/01/2013","L","48","113.5","125.0","-11.5","58.3","2.10","17.1","31.3","65.8","46.5","11.2","49.4","54.3","88.50","44.2"
"PHX","PHX vs. UTA","11/01/2013","W","48","93.5","90.3","3.2","48.4","0.88","11.9","34.0","52.6","43.6","18.3","41.0","46.5","93.00","56.2"
"PHI","PHI @ WAS","11/01/2013","W","48","104.8","99.0","5.8","54.2","1.37","17.9","34.7","69.1","52.9","18.3","54.3","54.4","103.50","53.0"
"DAL","DAL @ HOU","11/01/2013","L","48","99.1","107.6","-8.6","52.6","1.43","13.9","32.3","67.4","46.8","13.2","42.5","47.3","105.50","38.1"
"BKN","BKN vs. MIA","11/01/2013","W","48","105.2","104.2","1.0","63.6","1.11","16.4","28.9","87.2","58.4","19.8","54.4","59.3","96.00","48.3"
"ATL","ATL vs. TOR","11/01/2013","W","48","107.4","100.0","7.4","66.7","1.85","18.6","23.4","72.0","48.5","13.7","53.2","56.3","95.00","58.7"
"NOP","NOP @ ORL","11/01/2013","L","48","93.8","114.6","-20.8","50.0","1.33","12.2","32.8","79.4","49.5","12.5","38.0","43.5","96.00","31.5"
"MIN","MIN vs. OKC","11/01/2013","W","48","101.0","82.7","18.4","63.6","1.31","15.8","28.3","70.9","51.5","16.2","48.1","54.6","98.50","72.0"
"TOR","TOR @ ATL","11/01/2013","L","48","100.0","107.4","-7.4","37.5","1.25","12.2","28.0","76.6","51.5","12.6","49.4","50.4","95.00","41.3"
"CLE","CLE @ CHA","11/01/2013","L","48","90.3","97.8","-7.5","43.8","0.82","11.2","35.7","71.1","51.5","18.3","40.5","44.8","92.50","37.2"
"SAS","SAS @ POR","11/02/2013","L","48","107.1","118.6","-11.4","51.1","2.00","17.8","26.5","73.0","46.5","12.2","53.2","53.8","97.50","40.0"
"DAL","DAL vs. MEM","11/02/2013","W","48","114.4","102.1","12.4","56.3","1.64","13.6","33.3","58.5","46.2","11.3","44.4","55.4","97.00","60.6"
"UTA","UTA vs. HOU","11/02/2013","L","48","100.0","111.8","-11.8","35.3","0.80","9.8","35.3","73.0","51.1","16.1","44.4","50.1","93.00","40.1"
"MIL","MIL vs. TOR","11/02/2013","L","48","92.8","99.0","-6.2","67.6","1.79","19.1","19.2","64.7","41.7","14.4","47.6","49.0","97.50","45.6"
"SAC","SAC @ GSW","11/02/2013","L","48","90.6","101.0","-10.4","53.3","1.07","12.4","29.3","87.2","52.6","15.6","37.9","44.6","96.50","37.5"
"CLE","CLE @ IND","11/02/2013","L","48","77.9","93.7","-15.8","37.9","0.69","9.4","22.2","69.6","44.0","16.8","36.7","41.3","95.00","31.6"
"CHA","CHA @ NOP","11/02/2013","L","48","88.4","109.4","-21.0","43.3","0.87","10.3","32.1","69.2","47.4","15.8","39.4","43.8","95.50","26.5"
"PHI","PHI vs. CHI","11/02/2013","W","48","108.1","104.0","4.1","57.1","1.60","18.0","21.7","58.5","41.4","15.2","55.2","57.0","99.50","48.2"
"MEM","MEM @ DAL","11/02/2013","L","48","102.1","114.4","-12.4","54.1","1.11","14.5","41.5","66.7","53.8","18.6","44.3","50.3","97.00","39.4"
"CHI","CHI @ PHI","11/02/2013","L","48","104.0","108.1","-4.1","66.7","1.56","18.8","41.5","78.3","58.6","18.0","46.8","51.3","99.50","51.8"
"TOR","TOR @ MIL","11/02/2013","W","48","99.0","92.8","6.2","61.3","1.12","14.1","35.3","80.8","58.3","17.3","44.2","51.2","97.50","54.4"
"NOP","NOP vs. CHA","11/02/2013","W","48","109.4","88.4","21.0","81.1","1.76","21.9","30.8","67.9","52.6","17.7","54.0","60.1","95.50","73.5"
"HOU","HOU @ UTA","11/02/2013","W","48","111.8","100.0","11.8","47.1","0.89","13.4","27.0","64.7","48.9","19.4","57.5","63.1","93.00","59.9"
"GSW","GSW vs. SAC","11/02/2013","W","48","101.0","90.6","10.4","71.8","1.56","21.5","12.8","70.7","47.4","18.6","58.6","60.3","96.50","62.5"
"POR","POR vs. SAS","11/02/2013","W","48","118.6","107.1","11.4","64.4","1.81","21.3","27.0","73.5","53.5","16.5","60.5","64.3","97.50","60.0"
"IND","IND vs. CLE","11/02/2013","W","48","93.7","77.9","15.8","75.0","1.14","18.0","30.4","77.8","56.0","22.1","48.1","51.9","95.00","68.4"
"BOS","BOS @ DET","11/03/2013","L","48","81.9","93.5","-11.6","48.4","0.63","12.6","27.9","64.6","47.3","25.5","43.9","48.6","93.50","43.6"
"LAL","LAL vs. ATL","11/03/2013","W","48","100.0","97.2","2.8","71.1","2.08","19.1","17.0","79.7","50.0","12.4","47.8","52.7","105.50","52.4"
"OKC","OKC vs. PHX","11/03/2013","W","48","101.0","95.0","5.9","57.1","1.33","14.7","27.5","71.4","49.0","14.7","43.9","52.4","101.50","54.3"
"BKN","BKN @ ORL","11/03/2013","L","48","88.7","110.3","-21.6","67.6","1.92","17.6","21.8","65.3","42.3","12.4","40.4","45.0","97.00","39.9"
"WAS","WAS @ MIA","11/03/2013","L","48","103.3","115.7","-12.4","62.9","1.05","16.8","38.8","69.4","51.8","23.3","50.0","52.2","89.50","37.0"
"MIN","MIN @ NYK","11/03/2013","W","48","112.4","102.0","10.3","65.7","1.77","17.6","25.0","68.0","46.9","13.4","50.6","56.9","97.50","55.4"
"NYK","NYK vs. MIN","11/03/2013","L","48","102.0","112.4","-10.3","52.5","1.31","15.8","32.0","75.0","53.1","16.3","50.0","52.8","97.50","44.6"
"PHX","PHX @ OKC","11/03/2013","L","48","95.0","101.0","-5.9","65.6","0.84","15.4","28.6","72.5","51.0","24.8","48.8","53.5","101.50","45.7"
"MIA","MIA vs. WAS","11/03/2013","W","48","115.7","103.3","12.4","86.5","1.88","24.4","30.6","61.2","48.2","19.1","60.7","62.9","89.50","63.0"
"DET","DET vs. BOS","11/03/2013","W","48","93.5","81.9","11.6","47.1","0.76","12.8","35.4","72.1","52.7","22.6","46.1","49.0","93.50","56.4"
"ATL","ATL @ LAL","11/03/2013","L","48","97.2","100.0","-2.8","65.0","2.00","18.2","20.3","83.0","50.0","12.3","49.4","50.8","105.50","47.6"
"ORL","ORL vs. BKN","11/03/2013","W","48","110.3","88.7","21.6","45.2","1.27","14.3","34.7","78.2","57.7","15.5","51.1","54.2","97.00","60.1"
"GSW","GSW @ PHI","11/04/2013","W","48","100.9","82.6","18.3","68.3","1.27","18.4","28.6","70.3","50.8","20.2","52.7","54.6","109.00","66.7"
"CLE","CLE vs. MIN","11/04/2013","W","48","91.2","90.2","1.0","56.4","0.92","16.1","29.8","66.1","50.5","23.5","48.8","51.8","102.00","53.0"
"HOU","HOU @ LAC","11/04/2013","L","48","112.4","130.5","-18.1","51.2","1.31","15.1","31.3","70.2","50.5","15.2","54.3","58.5","105.00","43.1"
"BOS","BOS @ MEM","11/04/2013","L","48","94.6","103.3","-8.6","42.4","0.67","12.3","23.7","70.7","48.1","22.6","52.1","56.5","92.50","44.8"
"LAC","LAC vs. HOU","11/04/2013","W","48","130.5","112.4","18.1","67.3","2.75","21.9","29.8","68.8","49.5","11.4","60.1","64.4","105.00","56.9"
"MEM","MEM vs. BOS","11/04/2013","W","48","103.3","94.6","8.6","63.9","1.21","18.1","29.3","76.3","51.9","20.7","52.0","56.8","92.50","55.2"
"PHI","PHI vs. GSW","11/04/2013","L","48","82.6","100.9","-18.3","61.3","0.79","12.9","29.7","71.4","49.2","22.0","38.1","43.2","109.00","33.3"
"MIN","MIN @ CLE","11/04/2013","L","48","90.2","91.2","-1.0","61.8","1.17","14.7","33.9","70.2","49.5","17.6","38.8","44.0","102.00","47.0"
"NOP","NOP vs. PHX","11/05/2013","L","48","100.0","107.2","-7.2","70.3","1.86","19.3","26.5","78.6","50.5","14.3","49.4","52.5","97.50","48.7"
"BKN","BKN vs. UTA","11/05/2013","W","48","107.2","90.7","16.5","57.5","1.53","17.6","27.9","58.5","44.8","15.5","53.8","56.5","97.00","63.8"
"DAL","DAL vs. LAL","11/05/2013","W","48","120.6","103.0","17.6","69.4","2.83","22.8","30.4","78.4","55.7","11.8","59.0","61.4","101.50","62.2"
"UTA","UTA @ BKN","11/05/2013","L","48","90.7","107.2","-16.5","54.8","0.81","12.5","41.5","72.1","55.2","21.6","40.2","46.2","97.00","36.2"
"IND","IND @ DET","11/05/2013","W","48","100.0","92.9","7.1","68.4","1.44","20.0","15.8","72.4","50.0","18.2","58.2","59.6","98.50","63.7"
"SAS","SAS @ DEN","11/05/2013","W","48","98.1","91.3","6.8","67.5","1.69","19.3","19.6","74.0","47.9","15.4","48.8","53.8","103.50","60.5"
"PHX","PHX @ NOP","11/05/2013","W","48","107.2","100.0","7.2","64.1","1.56","19.2","21.4","73.5","49.5","16.5","57.7","59.3","97.50","51.3"
"HOU","HOU @ POR","11/05/2013","W","48","117.2","102.0","15.2","41.5","0.85","13.3","33.3","73.2","57.6","20.2","58.7","64.5","99.00","62.8"
"CHA","CHA @ NYK","11/05/2013","W","48","107.4","103.2","4.2","56.7","0.77","12.9","44.4","73.5","59.6","23.2","47.9","57.0","94.50","57.4"
"DET","DET vs. IND","11/05/2013","L","48","92.9","100.0","-7.1","39.4","0.87","10.3","27.6","84.2","50.0","15.3","40.8","46.4","98.50","36.3"
"SAC","SAC vs. ATL","11/05/2013","L","48","103.1","109.4","-6.3","62.9","1.22","16.9","28.3","76.1","52.2","18.6","50.0","56.0","96.50","44.1"
"TOR","TOR vs. MIA","11/05/2013","L","48","108.0","118.2","-10.2","48.4","1.00","12.8","32.6","67.4","50.0","17.0","47.2","54.9","88.00","41.1"
"LAL","LAL @ DAL","11/05/2013","L","48","103.0","120.6","-17.6","53.8","1.50","15.8","21.6","69.6","44.3","13.9","51.1","53.7","101.50","37.8"
"DEN","DEN vs. SAS","11/05/2013","L","48","91.3","98.1","-6.8","62.9","0.96","16.1","26.0","80.4","52.1","22.3","47.6","51.2","103.50","39.5"
"NYK","NYK vs. CHA","11/05/2013","L","48","103.2","107.4","-4.2","34.3","0.86","10.1","26.5","55.6","40.4","14.9","47.6","52.6","94.50","42.6"
"ATL","ATL @ SAC","11/05/2013","W","48","109.4","103.1","6.3","66.7","1.86","19.5","23.9","71.7","47.8","14.6","53.1","56.8","96.50","55.9"
"MIA","MIA @ TOR","11/05/2013","W","48","118.2","108.0","10.2","75.6","2.38","23.3","32.6","67.4","50.0","14.8","55.4","58.3","88.00","58.9"
"POR","POR vs. HOU","11/05/2013","L","48","102.0","117.2","-15.2","61.1","1.57","16.3","26.8","66.7","42.4","14.1","47.1","50.6","99.00","37.2"
"NOP","NOP @ MEM","11/06/2013","W","48","112.5","96.6","15.9","42.1","1.14","13.4","41.5","73.7","57.0","15.9","51.3","56.7","87.50","60.4"
"PHI","PHI vs. WAS","11/06/2013","L","48","100.0","113.7","-13.7","66.7","1.24","18.4","30.4","73.7","54.4","20.6","50.6","54.0","102.00","46.3"
"GSW","GSW @ MIN","11/06/2013","W","48","100.0","86.9","13.1","54.8","1.10","16.5","23.3","72.9","52.0","19.8","54.8","57.1","106.50","61.8"
"TOR","TOR @ CHA","11/06/2013","L","48","108.4","112.2","-3.8","51.4","1.38","15.3","39.1","65.9","52.2","15.7","48.7","52.6","82.50","42.3"
"PHX","PHX @ SAS","11/06/2013","L","48","97.0","101.0","-4.1","33.3","0.78","11.4","23.9","80.9","52.7","18.2","53.5","54.0","98.50","46.6"
"SAS","SAS vs. PHX","11/06/2013","W","48","101.0","97.0","4.1","61.0","1.79","19.1","19.1","76.1","47.3","14.3","51.8","54.0","98.50","53.4"
"UTA","UTA @ BOS","11/06/2013","L","48","90.6","100.0","-9.4","37.8","0.64","11.4","30.4","70.6","51.5","22.9","46.9","49.5","96.50","41.4"
"LAC","LAC @ ORL","11/06/2013","L","48","90.0","100.0","-10.0","55.6","1.54","14.7","29.7","84.1","51.9","13.0","39.5","43.2","99.00","41.1"
"WAS","WAS @ PHI","11/06/2013","W","48","113.7","100.0","13.7","74.4","2.91","21.6","26.3","69.6","45.6","10.8","53.1","55.2","102.00","53.7"
"DAL","DAL @ OKC","11/06/2013","L","48","92.1","105.9","-13.9","47.2","0.81","13.1","24.5","70.0","44.9","20.8","47.6","51.0","101.00","39.0"
"BOS","BOS vs. UTA","11/06/2013","W","48","100.0","90.6","9.4","55.0","1.47","16.5","29.4","69.6","48.5","15.5","48.9","51.0","96.50","58.6"
"ORL","ORL vs. LAC","11/06/2013","W","48","100.0","90.0","10.0","52.5","1.40","16.7","15.9","70.3","48.1","15.3","51.8","54.8","99.00","58.9"
"CLE","CLE @ MIL","11/06/2013","L","48","115.6","121.1","-5.6","52.6","2.22","16.1","32.0","73.7","50.0","10.0","51.8","54.9","90.00","44.9"
"MIL","MIL vs. CLE","11/06/2013","W","48","121.1","115.6","5.6","69.4","1.67","20.2","26.3","68.0","50.0","16.7","59.0","65.3","90.00","55.1"
"MEM","MEM vs. NOP","11/06/2013","L","48","96.6","112.5","-15.9","50.0","0.94","15.0","26.3","58.5","43.0","20.7","50.7","54.4","87.50","39.6"
"MIN","MIN vs. GSW","11/06/2013","L","48","86.9","100.0","-13.1","64.7","1.16","15.3","27.1","76.7","48.0","17.8","40.0","45.6","106.50","38.2"
"CHI","CHI @ IND","11/06/2013","L","48","88.9","107.8","-18.9","57.7","0.83","12.7","28.6","59.6","44.6","20.0","39.0","47.1","90.00","36.4"
"CHA","CHA vs. TOR","11/06/2013","W","48","112.2","108.4","3.8","66.7","2.67","20.0","34.1","60.9","47.8","11.0","51.4","53.4","82.50","57.7"
"OKC","OKC vs. DAL","11/06/2013","W","48","105.9","92.1","13.9","65.1","1.17","19.9","30.0","75.5","55.1","23.8","57.6","60.0","101.00","61.0"
"IND","IND vs. CHI","11/06/2013","W","48","107.8","88.9","18.9","58.3","1.40","16.0","40.4","71.4","55.4","16.7","45.9","50.9","90.00","63.6"
"ATL","ATL @ DEN","11/07/2013","L","48","109.2","112.4","-3.2","72.1","2.82","21.7","32.1","74.5","52.0","11.2","50.0","52.3","97.50","50.2"
"LAL","LAL @ HOU","11/07/2013","W","48","94.3","93.3","1.0","72.2","1.08","17.6","31.6","69.1","50.0","22.9","47.8","50.2","105.00","45.2"
"LAC","LAC @ MIA","11/07/2013","L","48","106.6","113.3","-6.7","61.1","1.16","17.7","30.8","72.5","51.9","20.9","54.8","59.0","90.50","47.5"
"MIA","MIA vs. LAC","11/07/2013","W","48","113.3","106.6","6.7","71.1","1.69","21.1","27.5","69.2","48.1","17.8","57.0","59.6","90.50","52.5"
"DEN","DEN vs. ATL","11/07/2013","W","48","112.4","109.2","3.2","66.7","1.75","20.4","25.5","67.9","48.0","16.5","57.0","58.3","97.50","49.8"
"HOU","HOU vs. LAL","11/07/2013","L","48","93.3","94.3","-1.0","58.6","0.94","12.4","30.9","68.4","50.0","17.1","42.2","49.1","105.00","54.8"
"TOR","TOR @ IND","11/08/2013","L","48","100.0","105.8","-5.8","50.0","1.00","13.3","40.0","61.4","50.0","19.0","43.2","47.7","85.00","43.4"
"GSW","GSW @ SAS","11/08/2013","L","48","84.1","85.4","-1.3","55.2","0.80","14.3","21.4","76.4","52.6","22.7","46.5","49.1","88.50","51.8"
"BKN","BKN @ WAS","11/08/2013","L","53","100.0","103.7","-3.7","56.1","1.00","15.6","36.7","80.4","59.0","21.3","50.0","53.6","97.81","46.5"
"SAS","SAS vs. GSW","11/08/2013","W","48","85.4","84.1","1.3","61.3","1.36","15.8","23.6","78.6","47.4","15.7","42.4","43.7","88.50","48.2"
"CHI","CHI vs. UTA","11/08/2013","W","48","104.3","78.5","25.8","68.4","1.24","19.8","32.4","63.5","52.0","22.6","54.9","58.4","93.00","75.6"
"CHA","CHA vs. NYK","11/08/2013","L","48","101.1","111.0","-9.9","41.9","0.87","10.9","34.8","68.0","52.1","16.7","43.4","51.0","90.50","45.8"
"NYK","NYK @ CHA","11/08/2013","W","48","111.0","101.1","9.9","59.5","2.08","18.9","32.0","65.2","47.9","13.2","53.3","53.7","90.50","54.2"
"NOP","NOP vs. LAL","11/08/2013","W","48","99.0","88.5","10.4","65.8","2.78","18.8","23.1","77.4","50.5","9.3","45.4","49.6","96.50","61.2"
"POR","POR vs. SAC","11/08/2013","W","48","110.6","96.8","13.8","71.8","1.65","20.7","31.7","78.0","57.1","18.1","55.0","59.1","94.00","62.0"
"MIN","MIN vs. DAL","11/08/2013","W","48","118.4","110.2","8.2","63.4","1.73","18.1","40.8","63.3","52.0","15.3","50.6","56.8","98.00","55.9"
"DAL","DAL @ MIN","11/08/2013","L","48","110.2","118.4","-8.2","47.7","1.17","15.4","36.7","59.2","48.0","18.4","54.4","55.9","98.00","44.1"
"WAS","WAS vs. BKN","11/08/2013","W","53","103.7","100.0","3.7","68.3","1.65","19.2","19.6","63.3","41.0","15.7","52.3","56.3","97.81","53.5"
"BOS","BOS @ ORL","11/08/2013","W","48","95.8","93.7","2.1","55.9","1.73","14.1","34.4","60.7","46.7","11.6","36.8","42.7","95.00","52.1"
"OKC","OKC @ DET","11/08/2013","W","48","121.4","112.2","9.2","59.5","1.69","15.9","39.1","65.5","53.5","13.3","48.8","58.7","98.00","58.2"
"ORL","ORL vs. BOS","11/08/2013","L","48","93.7","95.8","-2.1","57.6","0.95","14.2","39.3","65.6","53.3","21.1","42.2","46.5","95.00","47.9"
"CLE","CLE @ PHI","11/08/2013","L","48","85.9","103.3","-17.4","73.3","1.57","16.4","32.8","66.7","47.2","15.2","38.3","41.1","91.50","38.9"
"IND","IND vs. TOR","11/08/2013","W","48","105.8","100.0","5.8","55.6","1.25","16.4","38.6","60.0","50.0","18.6","50.0","53.5","85.00","56.6"
"LAL","LAL @ NOP","11/08/2013","L","48","88.5","99.0","-10.4","61.3","1.36","15.0","22.6","76.9","49.5","14.6","42.5","46.5","96.50","38.8"
"DET","DET vs. OKC","11/08/2013","L","48","112.2","121.4","-9.2","56.4","1.69","15.9","34.5","60.9","46.5","13.3","48.9","53.5","98.00","41.8"
"SAC","SAC @ POR","11/08/2013","L","48","96.8","110.6","-13.8","55.6","1.82","16.1","22.0","68.3","42.9","11.7","45.3","49.1","94.00","38.0"
"PHI","PHI vs. CLE","11/08/2013","W","48","103.3","85.9","17.4","62.5","1.47","19.2","33.3","67.2","52.8","18.7","51.8","53.4","91.50","61.1"
"DEN","DEN @ PHX","11/08/2013","L","48","98.1","107.5","-9.5","47.2","0.85","13.2","17.4","71.1","44.0","19.0","50.0","55.8","105.50","41.8"
