"Team","Match Up","Game Date","W/L","MIN","OffRtg","DefRtg","NetRtg","AST%","AST/TO","ASTRatio","OREB%","DREB%","REB%","TOV%","eFG%","TS%","PACE","PIE"
"WAS","WAS vs. SAS","04/05/2019","L","48","116.7","134.4","-17.7","52.4","2.20","16.8","28.3","65.9","46.0","10.4","52.8","57.3","96.00","40.8"
"MIN","MIN vs. MIA","04/05/2019","W","48","108.8","107.9","0.9","58.1","1.32","17.9","30.4","77.3","53.3","18.6","54.7","58.3","101.50","52.1"
"TOR","TOR @ CHA","04/05/2019","L","48","116.8","118.9","-2.1","62.8","1.93","20.9","20.0","80.4","53.8","14.7","59.4","62.5","95.00","50.7"
"DEN","DEN vs. POR","04/05/2019","W","48","125.3","115.8","9.5","62.8","2.70","19.9","31.8","63.8","48.4","10.5","55.4","61.5","95.00","57.0"
"POR","POR @ DEN","04/05/2019","L","48","115.8","125.3","-9.5","57.1","1.60","17.6","36.2","68.2","51.6","15.8","54.7","58.0","95.00","43.0"
"MIA","MIA @ MIN","04/05/2019","L","48","107.9","108.8","-0.9","53.3","1.41","17.9","22.7","69.6","46.7","16.8","56.8","58.4","101.50","47.9"
"OKC","OKC vs. DET","04/05/2019","W","48","119.4","106.8","12.6","62.5","1.76","18.9","46.4","85.4","64.4","16.5","53.5","55.6","103.00","57.0"
"DAL","DAL vs. MEM","04/05/2019","L","48","112.0","122.0","-10.0","68.3","3.11","19.6","25.9","70.0","46.3","9.0","51.6","53.2","100.00","43.6"
"GSW","GSW vs. CLE","04/05/2019","W","48","121.2","112.9","8.3","63.0","2.23","22.0","9.8","67.3","42.7","13.1","64.4","66.3","100.00","50.8"
"MIL","MIL @ PHI","04/04/2019","W","48","113.3","107.0","6.3","61.9","2.36","17.2","22.2","88.2","54.3","9.7","51.6","57.2","113.50","50.6"
"SAC","SAC vs. CLE","04/04/2019","W","48","118.2","105.1","13.1","58.3","4.00","20.7","19.2","75.0","43.5","7.1","56.7","57.7","99.00","54.9"
"LAL","LAL vs. GSW","04/04/2019","L","48","85.7","103.8","-18.1","67.6","1.39","16.0","37.1","78.6","55.6","17.1","39.4","40.8","104.50","42.5"
"PHI","PHI vs. MIL","04/04/2019","L","48","107.0","113.3","-6.3","80.0","2.77","23.1","11.8","77.8","45.7","11.4","56.8","59.3","113.50","49.4"
"GSW","GSW @ LAL","04/04/2019","W","48","103.8","85.7","18.1","69.8","2.00","20.5","21.4","62.9","44.4","14.4","53.1","53.9","104.50","57.5"
"CLE","CLE @ SAC","04/04/2019","L","48","105.1","118.2","-13.1","45.5","0.91","15.5","25.0","80.8","56.5","22.2","61.1","61.2","99.00","45.1"
"PHI","PHI @ ATL","04/03/2019","L","48","118.4","126.2","-7.8","60.0","2.08","17.1","45.9","72.3","57.4","12.6","51.0","53.2","103.00","44.5"
"ATL","ATL vs. PHI","04/03/2019","W","48","126.2","118.4","7.8","60.4","2.64","20.1","27.7","54.1","42.6","10.7","58.7","62.3","103.00","55.5"
"LAC","LAC vs. HOU","04/03/2019","L","48","99.0","128.6","-29.5","71.1","1.42","18.9","23.5","68.2","44.2","18.3","51.2","53.8","104.50","40.3"
"DAL","DAL vs. MIN","04/03/2019","L","48","108.0","111.1","-3.1","60.5","2.00","18.3","32.1","87.0","57.6","13.0","49.5","52.8","99.50","49.3"
"MIA","MIA vs. BOS","04/03/2019","L","48","105.2","113.1","-8.0","64.1","1.67","17.4","36.7","73.8","52.0","15.5","47.4","49.1","98.00","40.1"
"POR","POR vs. MEM","04/03/2019","W","48","122.1","93.7","28.4","58.3","2.00","19.9","38.0","84.0","61.0","14.7","56.4","57.4","95.00","62.6"
"CHI","CHI @ WAS","04/03/2019","W","48","109.5","108.6","1.0","45.8","1.10","15.7","29.5","73.2","54.0","19.0","56.1","59.0","105.00","51.8"
"WAS","WAS vs. CHI","04/03/2019","L","48","108.6","109.5","-1.0","53.3","2.00","16.7","26.8","70.5","46.0","11.4","49.0","52.6","105.00","48.2"
"SAS","SAS @ DEN","04/03/2019","L","48","92.4","121.5","-29.1","48.4","1.36","12.6","22.6","65.1","41.7","12.0","41.4","46.2","92.50","33.6"
"CHA","CHA @ NOP","04/03/2019","W","48","111.7","106.9","4.8","50.0","1.73","14.1","25.5","78.7","50.0","10.7","48.9","55.2","102.50","53.8"
"NOP","NOP vs. CHA","04/03/2019","L","48","106.9","111.7","-4.8","62.5","1.32","18.4","21.3","74.5","50.0","18.6","55.9","58.9","102.50","46.2"
"DET","DET vs. IND","04/03/2019","L","48","92.7","111.3","-18.6","67.7","1.05","15.8","30.2","69.2","49.5","20.8","45.6","49.1","96.50","35.2"
"MEM","MEM @ POR","04/03/2019","L","48","93.7","122.1","-28.4","64.5","1.54","16.4","16.0","62.0","39.0","13.7","45.6","50.4","95.00","37.4"
"DEN","DEN vs. SAS","04/03/2019","W","48","121.5","92.4","29.1","87.2","2.73","27.5","34.9","77.4","58.3","16.1","60.9","61.2","92.50","66.4"
"MIN","MIN @ DAL","04/03/2019","W","48","111.1","108.0","3.1","61.9","2.60","19.8","13.0","67.9","42.4","10.1","54.7","58.0","99.50","50.7"
"HOU","HOU @ LAC","04/03/2019","W","48","128.6","99.0","29.5","46.8","1.38","15.6","31.8","76.5","55.8","15.2","63.6","67.0","104.50","59.7"
"NYK","NYK @ ORL","04/03/2019","L","48","100.0","114.0","-14.0","55.3","1.75","16.3","16.3","57.1","38.1","12.0","48.2","53.1","100.00","45.5"
"BKN","BKN vs. TOR","04/03/2019","L","48","102.9","111.7","-8.7","56.1","1.44","16.9","22.4","71.0","49.5","15.7","53.5","55.1","102.50","45.5"
"PHX","PHX vs. UTA","04/03/2019","L","48","100.0","121.6","-21.6","50.0","2.10","16.3","22.0","74.3","43.5","10.3","48.9","50.1","97.00","34.9"
"BOS","BOS @ MIA","04/03/2019","W","48","113.1","105.2","8.0","65.8","2.08","18.5","26.2","63.3","48.0","12.1","53.1","59.8","98.00","59.9"
"TOR","TOR @ BKN","04/03/2019","W","48","111.7","102.9","8.7","65.9","4.14","19.5","29.0","77.6","50.5","6.8","49.0","51.7","102.50","54.5"
"UTA","UTA @ PHX","04/03/2019","W","48","121.6","100.0","21.6","68.2","1.50","22.1","25.7","78.0","56.5","20.6","67.5","69.5","97.00","65.1"
"ORL","ORL vs. NYK","04/03/2019","W","48","114.0","100.0","14.0","64.4","2.07","19.0","42.9","83.7","61.9","14.0","51.0","52.9","100.00","54.5"
"IND","IND @ DET","04/03/2019","W","48","111.3","92.7","18.6","72.1","2.82","21.5","30.8","69.8","50.5","11.3","50.0","53.1","96.50","64.8"
"SAC","SAC vs. HOU","04/02/2019","L","48","107.1","131.3","-24.2","45.2","1.73","14.1","32.1","80.0","54.7","11.2","47.9","50.6","98.50","40.4"
"ATL","ATL @ SAS","04/02/2019","L","48","108.8","113.6","-4.8","60.5","2.36","18.4","22.8","82.9","48.0","10.8","52.1","54.0","102.50","46.5"
"DEN","DEN @ GSW","04/02/2019","L","48","97.1","109.4","-12.3","63.9","1.44","15.6","29.7","66.7","45.0","15.2","41.1","46.9","105.50","39.9"
"GSW","GSW vs. DEN","04/02/2019","W","48","109.4","97.1","12.3","72.0","1.50","22.9","33.3","70.3","55.0","22.6","61.4","60.7","105.50","60.1"
"OKC","OKC vs. LAL","04/02/2019","W","48","116.7","101.0","15.7","70.2","2.75","21.0","36.7","76.1","53.8","11.8","52.5","53.7","102.00","60.9"
"HOU","HOU @ SAC","04/02/2019","W","48","131.3","107.1","24.2","65.2","4.29","21.7","20.0","67.9","45.3","7.1","62.8","64.1","98.50","59.6"
"LAL","LAL @ OKC","04/02/2019","L","48","101.0","116.7","-15.7","65.0","1.13","18.8","23.9","63.3","46.2","22.5","57.1","58.3","102.00","39.1"
"SAS","SAS vs. ATL","04/02/2019","W","48","113.6","108.8","4.8","54.8","1.35","17.4","17.1","77.2","52.0","16.5","61.3","65.2","102.50","53.5"
"CHI","CHI @ NYK","04/01/2019","L","48","109.4","117.7","-8.3","47.6","2.86","15.0","30.4","78.0","50.5","7.3","46.8","50.4","96.00","45.3"
"NYK","NYK vs. CHI","04/01/2019","W","48","117.7","109.4","8.3","64.9","1.41","18.6","22.0","69.6","49.5","17.7","62.2","66.5","96.00","54.7"
"PHX","PHX vs. CLE","04/01/2019","W","48","125.8","115.3","10.5","60.9","2.00","21.1","20.0","63.8","45.9","14.4","62.5","65.7","97.50","58.9"
"MIA","MIA @ BOS","04/01/2019","L","48","105.0","111.1","-6.1","67.5","1.80","19.4","26.0","71.9","50.5","15.0","51.1","54.7","99.50","51.9"
"POR","POR @ MIN","04/01/2019","W","48","130.7","120.8","9.9","62.0","2.21","20.9","36.4","70.0","54.3","13.9","63.2","65.0","101.00","54.7"
"MIL","MIL @ BKN","04/01/2019","W","48","115.9","106.1","9.8","59.6","1.87","18.8","16.0","63.2","41.1","13.3","55.9","61.1","113.50","59.2"
"TOR","TOR vs. ORL","04/01/2019","W","48","122.2","107.9","14.3","73.8","2.21","22.5","18.2","71.2","46.9","14.1","61.3","64.6","100.00","53.7"
"DAL","DAL vs. PHI","04/01/2019","W","48","115.1","95.3","19.8","63.0","3.22","19.7","21.4","76.2","50.4","8.5","53.6","56.0","106.50","59.5"
"BKN","BKN vs. MIL","04/01/2019","L","48","106.1","115.9","-9.8","48.7","0.83","12.3","36.8","84.0","58.9","20.2","50.0","55.5","113.50","40.8"
"MIN","MIN vs. POR","04/01/2019","L","48","120.8","130.7","-9.9","61.7","3.22","20.0","30.0","63.6","45.7","8.9","54.7","58.5","101.00","45.3"
"CLE","CLE @ PHX","04/01/2019","L","48","115.3","125.8","-10.5","37.8","1.89","12.5","36.2","80.0","54.1","9.2","49.5","52.0","97.50","41.1"
"PHI","PHI @ DAL","04/01/2019","L","48","95.3","115.1","-19.8","55.6","1.67","14.2","23.8","78.6","49.6","11.2","41.9","47.6","106.50","40.5"
"IND","IND vs. DET","04/01/2019","W","48","113.3","105.2","8.1","64.3","1.59","20.1","27.0","69.8","52.2","17.3","61.0","64.0","97.50","61.1"
"ORL","ORL @ TOR","04/01/2019","L","48","107.9","122.2","-14.3","74.4","2.46","21.8","28.8","81.8","53.1","12.9","52.7","54.7","100.00","46.3"
"CHA","CHA @ UTA","04/01/2019","L","48","101.0","109.9","-8.9","41.7","1.36","11.7","24.6","77.3","47.5","10.9","43.9","49.6","101.00","42.9"
"BOS","BOS vs. MIA","04/01/2019","W","48","111.1","105.0","6.1","69.4","1.92","17.9","28.1","74.0","49.5","13.1","48.9","54.2","99.50","48.1"
"UTA","UTA vs. CHA","04/01/2019","W","48","109.9","101.0","8.9","78.9","1.67","21.4","22.7","75.4","52.5","17.8","57.6","61.4","101.00","57.1"
"DET","DET @ IND","04/01/2019","L","48","105.2","113.3","-8.1","55.3","1.40","15.7","30.2","73.0","47.8","15.5","50.0","52.9","97.50","38.9"
"NOP","NOP vs. LAL","03/31/2019","L","48","92.7","118.2","-25.5","50.0","0.79","13.9","18.8","78.2","50.5","21.8","50.6","55.3","110.00","38.0"
"SAS","SAS vs. SAC","03/31/2019","L","48","112.8","118.9","-6.2","54.5","2.18","17.8","32.1","72.7","50.5","11.7","51.1","52.9","94.50","44.3"
"MEM","MEM @ LAC","03/31/2019","L","48","92.3","108.7","-16.3","68.8","1.57","16.2","18.2","75.6","42.7","13.5","42.4","49.1","104.00","38.5"
"LAC","LAC vs. MEM","03/31/2019","W","48","108.7","92.3","16.3","63.9","1.21","16.8","24.4","81.8","57.3","18.3","52.7","61.6","104.00","61.5"
"DEN","DEN vs. WAS","03/31/2019","L","48","90.9","96.0","-5.1","51.4","1.64","13.6","24.2","78.3","50.8","11.1","41.4","44.2","99.00","45.7"
"MIL","MIL @ ATL","03/31/2019","L","53","115.4","114.3","1.1","62.5","1.88","17.4","36.2","71.8","54.3","13.7","48.7","53.5","106.87","47.2"
"LAL","LAL @ NOP","03/31/2019","W","48","118.2","92.7","25.5","62.5","2.73","19.7","21.8","81.3","49.5","10.0","55.0","58.7","110.00","62.0"
"OKC","OKC vs. DAL","03/31/2019","L","48","104.0","108.2","-4.1","50.0","2.38","14.0","31.7","72.5","50.0","8.1","44.4","47.8","98.50","47.4"
"WAS","WAS @ DEN","03/31/2019","W","48","96.0","90.9","5.1","64.9","2.00","17.6","21.7","75.8","49.2","12.1","43.5","47.1","99.00","54.3"
