"Team","Match Up","Game Date","W/L","MIN","OffRtg","DefRtg","NetRtg","AST%","AST/TO","ASTRatio","OREB%","DREB%","REB%","TOV%","eFG%","TS%","PACE","PIE"
"MIN","MIN vs. PHX","04/14/2024","L","48","114.0","133.0","-19.0","61.1","0.92","17.2","40.0","63.4","52.6","25.8","57.9","63.4","93.50","42.3"
"PHX","PHX @ MIN","04/14/2024","W","48","133.0","114.0","19.0","59.6","2.15","20.4","36.6","60.0","47.4","13.8","64.0","66.5","93.50","57.7"
"NYK","NYK vs. CHI","04/14/2024","W","53","114.3","114.4","-0.1","58.7","1.29","18.0","39.6","70.4","55.9","20.0","57.1","59.9","94.64","51.1"
"OKC","OKC vs. DAL","04/14/2024","W","48","127.4","81.9","45.5","70.4","2.53","24.2","31.1","76.5","58.4","14.2","62.9","64.9","105.50","75.4"
"SAC","SAC vs. POR","04/14/2024","W","48","122.2","82.8","39.4","67.4","2.07","20.4","31.9","58.8","47.8","14.1","56.9","61.2","99.00","73.1"
"LAC","LAC vs. HOU","04/14/2024","L","48","98.1","108.4","-10.3","56.1","1.92","15.5","28.6","63.8","45.5","11.2","43.3","47.1","107.00","45.6"
"DAL","DAL @ OKC","04/14/2024","L","48","81.9","127.4","-45.5","59.4","1.27","13.6","23.5","68.9","41.6","14.3","37.1","41.2","105.50","24.6"
"BKN","BKN @ PHI","04/14/2024","L","48","86.9","107.0","-20.1","59.4","1.46","15.3","11.3","67.2","40.5","13.1","44.0","47.5","99.50","40.3"
"POR","POR @ SAC","04/14/2024","L","48","82.8","122.2","-39.4","58.1","1.00","12.5","41.2","68.1","52.2","18.2","35.2","38.9","99.00","26.9"
"NOP","NOP vs. LAL","04/14/2024","L","48","105.9","122.8","-16.9","63.4","1.37","18.7","23.4","76.9","47.7","18.6","56.4","58.6","101.50","40.3"
"HOU","HOU @ POR","04/12/2024","W","48","118.4","109.2","9.2","56.8","2.78","18.2","28.6","67.8","50.0","9.2","53.8","57.5","98.00","55.9"
"MIL","MIL @ OKC","04/12/2024","L","48","107.0","123.8","-16.8","64.3","1.42","19.6","25.6","79.1","52.3","19.0","55.9","59.0","100.50","42.7"
"OKC","OKC vs. MIL","04/12/2024","W","48","123.8","107.0","16.8","61.7","2.90","20.9","20.9","74.4","47.7","9.9","60.1","63.9","100.50","57.3"
"CHI","CHI @ WAS","04/12/2024","W","48","120.6","121.0","-0.4","58.3","2.15","18.2","34.5","87.2","58.8","12.1","56.1","58.5","106.00","50.0"
"ORL","ORL @ PHI","04/12/2024","L","48","108.7","121.4","-12.7","58.1","2.27","17.4","27.3","77.6","51.0","10.6","49.5","53.3","103.50","46.8"
"BOS","BOS vs. CHA","04/12/2024","W","48","129.7","98.0","31.7","63.0","5.67","22.2","35.3","87.2","60.2","5.9","58.7","59.7","100.50","66.0"
"MIA","MIA vs. TOR","04/12/2024","W","48","127.6","106.2","21.4","82.2","5.29","25.7","20.5","80.5","49.4","7.1","62.2","65.0","97.50","61.6"
"DET","DET @ DAL","04/12/2024","W","48","107.0","89.0","18.0","50.0","3.29","17.7","14.0","77.1","44.9","7.0","52.6","54.1","100.00","58.1"
"PHI","PHI vs. ORL","04/12/2024","W","48","121.4","108.7","12.7","52.4","1.69","16.2","22.4","72.7","49.0","12.6","58.0","62.3","103.50","53.2"
"CHA","CHA @ BOS","04/12/2024","L","48","98.0","129.7","-31.7","62.5","1.00","15.9","12.8","64.7","39.8","20.0","52.0","57.2","100.50","34.0"
"SAS","SAS vs. DEN","04/12/2024","W","48","121.0","121.2","-0.2","68.9","1.72","21.2","34.1","79.6","58.1","18.0","61.8","63.6","99.50","51.4"
"WAS","WAS vs. CHI","04/12/2024","L","48","121.0","120.6","0.4","71.1","2.67","22.4","12.8","65.5","41.2","11.4","62.8","64.3","106.00","50.0"
"ATL","ATL @ MIN","04/12/2024","L","48","105.0","105.8","-0.9","57.5","1.53","16.5","27.8","82.2","52.5","14.9","49.4","52.5","102.00","39.4"
"UTA","UTA @ LAC","04/12/2024","W","48","112.2","112.4","-0.1","63.4","1.44","18.2","39.6","60.0","50.5","18.4","50.0","55.6","97.50","53.3"
"DAL","DAL vs. DET","04/12/2024","L","48","89.0","107.0","-18.0","55.6","1.00","15.3","22.9","86.0","55.1","20.0","48.2","50.4","100.00","41.9"
"IND","IND @ CLE","04/12/2024","L","48","116.5","126.5","-10.0","80.4","2.64","24.5","27.3","70.8","50.0","13.6","56.7","60.8","102.50","49.6"
"DEN","DEN @ SAS","04/12/2024","L","48","121.2","121.0","0.2","63.3","3.44","22.3","20.4","65.9","41.9","9.1","57.2","59.2","99.50","48.6"
"SAC","SAC vs. PHX","04/12/2024","L","48","113.8","114.9","-1.1","65.0","3.71","19.7","23.5","75.0","44.8","7.4","51.6","55.1","94.00","48.3"
"PHX","PHX @ SAC","04/12/2024","W","48","114.9","113.8","1.1","62.5","1.32","19.5","25.0","76.5","55.2","20.2","60.5","64.7","94.00","51.7"
"LAL","LAL @ MEM","04/12/2024","W","48","119.4","118.8","0.6","59.5","1.32","17.9","32.5","64.2","50.5","18.4","59.9","64.1","102.00","54.3"
"LAC","LAC vs. UTA","04/12/2024","L","48","112.4","112.2","0.1","53.5","1.77","16.2","40.0","60.4","49.5","13.4","50.0","52.2","97.50","46.7"
"NYK","NYK vs. BKN","04/12/2024","W","48","123.3","120.2","3.1","55.3","4.20","17.1","28.3","59.5","43.2","5.6","54.2","59.0","89.50","52.5"
"NOP","NOP @ GSW","04/12/2024","W","48","111.8","107.9","3.8","57.1","2.67","18.2","12.0","75.5","43.4","8.8","57.8","58.7","101.50","50.2"
"POR","POR vs. HOU","04/12/2024","L","48","109.2","118.4","-9.2","54.1","2.86","14.7","32.2","71.4","50.0","7.1","45.3","49.6","98.00","44.1"
"GSW","GSW vs. NOP","04/12/2024","L","48","107.9","111.8","-3.8","67.5","1.69","19.3","24.5","88.0","56.6","15.8","54.1","57.2","101.50","49.8"
"MEM","MEM vs. LAL","04/12/2024","L","48","118.8","119.4","-0.6","44.2","1.27","13.8","35.8","67.5","49.5","14.9","54.2","57.6","102.00","45.7"
"MIN","MIN vs. ATL","04/12/2024","W","48","105.8","105.0","0.9","76.3","2.07","20.7","17.8","72.2","47.5","13.6","54.4","59.4","102.00","60.6"
"TOR","TOR @ MIA","04/12/2024","L","48","106.2","127.6","-21.4","62.2","1.35","18.0","19.5","79.5","50.6","17.5","54.5","59.4","97.50","38.4"
"CLE","CLE vs. IND","04/12/2024","W","48","126.5","116.5","10.0","56.0","2.55","19.4","29.2","72.7","50.0","10.8","59.5","61.4","102.50","50.4"
"BKN","BKN @ NYK","04/12/2024","L","48","120.2","123.3","-3.1","53.7","1.57","17.2","40.5","71.7","56.8","15.7","56.7","59.2","89.50","47.5"
"NYK","NYK @ BOS","04/11/2024","W","48","121.6","113.5","8.1","49.0","1.60","16.8","45.1","79.2","61.6","15.5","56.6","57.1","96.50","52.9"
"GSW","GSW @ POR","04/11/2024","W","48","108.7","101.1","7.6","66.7","1.50","18.6","30.2","57.8","46.7","17.4","54.5","58.3","91.50","59.8"
"NOP","NOP @ SAC","04/11/2024","W","48","132.4","123.0","9.4","71.4","2.69","24.1","21.1","85.7","55.0","12.7","69.8","71.9","101.00","56.8"
"DET","DET vs. CHI","04/11/2024","L","48","107.1","130.9","-23.8","71.1","1.35","19.9","25.6","68.1","47.8","20.4","58.4","60.3","97.50","40.7"
"BOS","BOS vs. NYK","04/11/2024","L","48","113.5","121.6","-8.1","62.5","2.08","19.1","20.8","54.9","38.4","12.5","55.8","58.6","96.50","47.1"
"SAC","SAC vs. NOP","04/11/2024","L","48","123.0","132.4","-9.4","56.5","1.86","19.7","14.3","78.9","45.0","14.0","64.3","66.3","101.00","43.2"
"UTA","UTA vs. HOU","04/11/2024","W","48","129.2","126.0","3.1","61.4","1.69","18.8","47.7","64.3","57.0","16.7","58.6","62.7","96.00","54.5"
"POR","POR vs. GSW","04/11/2024","L","48","101.1","108.7","-7.6","62.9","1.69","15.7","42.2","69.8","53.3","14.3","40.2","44.0","91.50","40.2"
"CHI","CHI @ DET","04/11/2024","W","48","130.9","107.1","23.8","54.9","3.11","20.0","31.9","74.4","52.2","9.3","60.4","61.9","97.50","59.3"
"HOU","HOU @ UTA","04/11/2024","L","48","126.0","129.2","-3.1","55.0","2.20","15.9","35.7","52.3","43.0","10.4","53.2","57.8","96.00","45.5"
"LAC","LAC vs. PHX","04/10/2024","L","48","104.9","120.4","-15.5","52.3","1.77","16.8","20.8","73.5","46.1","12.6","52.6","54.3","103.00","43.7"
"MIL","MIL vs. ORL","04/10/2024","W","48","121.9","104.2","17.7","62.8","1.80","19.9","29.5","77.8","53.9","15.6","60.1","63.0","95.50","59.8"
"DAL","DAL @ MIA","04/10/2024","W","48","122.0","101.1","20.9","62.8","3.86","21.1","21.7","66.7","44.7","7.7","58.0","59.9","91.00","61.0"
"CLE","CLE vs. MEM","04/10/2024","W","48","113.4","101.0","12.4","73.0","1.69","19.7","29.2","72.5","51.5","16.5","54.3","58.0","97.00","56.7"
"CHA","CHA @ ATL","04/10/2024","W","48","117.3","116.3","1.0","62.5","1.79","19.4","15.0","73.8","45.1","14.3","59.5","64.8","98.00","50.5"
"PHX","PHX @ LAC","04/10/2024","W","48","120.4","104.9","15.5","63.0","2.23","20.0","26.5","79.2","53.9","12.6","57.9","61.0","103.00","56.3"
"MEM","MEM @ CLE","04/10/2024","L","48","101.0","113.4","-12.4","63.6","1.31","16.0","27.5","70.8","48.5","16.5","47.6","53.1","97.00","43.3"
"MIN","MIN @ DEN","04/10/2024","L","48","116.3","127.5","-11.2","56.1","2.30","18.1","25.5","63.6","44.0","10.9","57.9","58.6","91.50","44.3"
"BKN","BKN vs. TOR","04/10/2024","W","48","111.6","107.4","4.2","65.8","1.67","18.4","34.0","70.5","54.1","15.8","50.6","54.9","95.00","58.6"
"SAS","SAS @ OKC","04/10/2024","L","48","78.1","111.4","-33.3","75.0","1.60","16.4","12.1","82.5","44.7","13.2","38.0","42.5","114.00","32.5"
"OKC","OKC vs. SAS","04/10/2024","W","48","111.4","78.1","33.3","70.2","2.75","21.2","17.5","87.9","55.3","10.5","54.5","57.6","114.00","67.5"
"ATL","ATL vs. CHA","04/10/2024","L","48","116.3","117.3","-1.0","81.4","1.94","24.3","26.2","85.0","54.9","18.4","63.4","64.0","98.00","49.5"
"DEN","DEN vs. MIN","04/10/2024","W","48","127.5","116.3","11.2","67.4","2.21","22.5","36.4","74.5","56.0","15.4","62.0","62.3","91.50","55.7"
"ORL","ORL @ MIL","04/10/2024","L","48","104.2","121.9","-17.7","52.8","1.19","15.3","22.2","70.5","46.1","16.8","53.2","56.2","95.50","40.2"
"MIA","MIA vs. DAL","04/10/2024","L","48","101.1","122.0","-20.9","66.7","1.22","17.1","33.3","78.3","55.3","19.8","48.8","53.0","91.00","39.0"
"TOR","TOR @ BKN","04/10/2024","L","48","107.4","111.6","-4.2","54.3","1.90","14.5","29.5","66.0","45.9","10.5","45.7","50.0","95.00","41.4"
"IND","IND @ TOR","04/09/2024","W","48","135.9","119.4","16.5","61.1","2.36","21.0","43.8","56.6","50.5","13.6","62.6","64.1","103.00","58.2"
"LAC","LAC @ PHX","04/09/2024","W","48","102.9","89.3","13.6","68.3","1.33","19.7","26.1","86.9","60.7","20.6","54.0","57.2","102.50","58.0"
"SAS","SAS @ MEM","04/09/2024","W","48","105.2","88.8","16.4","71.4","1.76","21.7","24.4","67.6","50.4","17.5","54.0","56.3","97.50","62.1"
"MEM","MEM vs. SAS","04/09/2024","L","48","88.8","105.2","-16.4","58.3","2.63","14.9","32.4","75.6","49.6","8.2","37.5","40.0","97.50","37.9"
"DET","DET @ PHI","04/09/2024","L","48","101.0","120.0","-19.0","58.8","1.25","14.8","26.9","66.1","47.2","15.8","48.8","53.9","100.50","39.6"
"DEN","DEN @ UTA","04/09/2024","W","48","116.8","100.0","16.8","65.2","3.00","21.4","31.4","65.5","49.1","10.5","56.4","56.2","95.00","60.4"
"PHI","PHI vs. DET","04/09/2024","W","48","120.0","101.0","19.0","65.9","3.22","19.6","33.9","73.1","52.8","9.0","51.5","55.5","100.50","60.4"
"WAS","WAS @ MIN","04/09/2024","L","48","121.0","130.0","-9.0","59.1","2.00","19.1","23.4","70.6","48.0","13.0","60.7","62.7","100.00","44.0"
"LAL","LAL vs. GSW","04/09/2024","L","48","118.8","132.7","-13.9","70.5","3.88","21.2","26.4","86.1","50.6","7.9","52.1","56.3","101.00","44.3"
"HOU","HOU vs. ORL","04/09/2024","W","48","118.0","107.1","10.9","64.4","2.42","21.3","21.4","75.5","50.5","12.0","61.0","62.8","99.50","53.4"
"UTA","UTA vs. DEN","04/09/2024","L","48","100.0","116.8","-16.8","52.8","1.27","14.5","34.5","68.6","50.9","15.8","45.1","49.1","95.00","39.6"
"DAL","DAL @ CHA","04/09/2024","W","48","130.0","103.0","27.0","70.0","2.33","23.0","35.4","80.8","59.0","15.0","62.9","63.9","100.50","60.6"
"PHX","PHX vs. LAC","04/09/2024","L","48","89.3","102.9","-13.6","56.7","2.13","13.3","13.1","73.9","39.3","7.8","38.2","45.4","102.50","42.0"
"MIA","MIA @ ATL","04/09/2024","W","58","104.5","100.9","3.6","69.0","1.61","19.6","14.0","63.4","43.0","16.1","58.0","60.2","91.86","54.7"
"ATL","ATL vs. MIA","04/09/2024","L","58","100.9","104.5","-3.6","62.2","1.75","17.1","36.6","86.0","57.0","14.5","44.2","46.6","91.86","45.3"
"NYK","NYK @ CHI","04/09/2024","W","48","134.7","121.9","12.9","67.4","2.82","23.0","24.3","69.8","48.8","11.6","65.7","69.7","95.50","56.1"
"GSW","GSW @ LAL","04/09/2024","W","48","132.7","118.8","13.9","78.7","2.47","25.9","13.9","73.6","49.4","14.9","75.0","75.1","101.00","55.7"
"ORL","ORL @ HOU","04/09/2024","L","48","107.1","118.0","-10.9","59.0","1.53","17.2","24.5","78.6","49.5","15.2","49.4","55.1","99.50","46.6"
"CHI","CHI vs. NYK","04/09/2024","L","48","121.9","134.7","-12.9","42.6","2.22","15.6","30.2","75.7","51.3","9.4","59.1","60.7","95.50","43.9"
"OKC","OKC vs. SAC","04/09/2024","W","48","109.8","102.9","6.9","53.8","1.50","16.0","18.2","64.7","46.4","13.7","55.6","59.8","102.00","58.7"
"POR","POR vs. NOP","04/09/2024","L","48","104.2","112.2","-8.1","70.0","1.27","20.3","30.4","72.5","52.6","22.9","54.7","56.5","97.00","42.5"
"TOR","TOR vs. IND","04/09/2024","L","48","119.4","135.9","-16.5","44.7","1.40","14.3","43.4","56.3","49.5","14.6","52.7","56.7","103.00","41.8"
"BOS","BOS @ MIL","04/09/2024","L","48","101.1","115.6","-14.4","73.0","2.25","20.3","28.6","69.2","45.3","13.3","48.9","48.9","90.00","41.1"
"MIL","MIL vs. BOS","04/09/2024","W","48","115.6","101.1","14.4","67.4","1.61","22.1","30.8","71.4","54.7","20.0","63.6","63.5","90.00","58.9"
"NOP","NOP @ POR","04/09/2024","W","48","112.2","104.2","8.1","69.4","2.78","18.4","27.5","69.6","47.4","9.2","47.7","55.1","97.00","57.5"
"MIN","MIN vs. WAS","04/09/2024","W","48","130.0","121.0","9.0","69.8","3.75","20.7","29.4","76.6","52.0","8.0","57.8","62.5","100.00","56.0"
"SAC","SAC @ OKC","04/09/2024","L","48","102.9","109.8","-6.9","69.7","1.35","15.5","35.3","81.8","53.6","16.7","44.8","48.9","102.00","41.3"
"CHA","CHA vs. DAL","04/09/2024","L","48","103.0","130.0","-27.0","61.5","2.00","17.9","19.2","64.6","41.0","11.9","49.4","52.9","100.50","39.4"
"LAL","LAL vs. MIN","04/07/2024","L","48","113.6","123.3","-9.7","69.2","1.80","18.9","28.3","64.6","46.8","14.6","53.0","59.6","103.00","47.7"
"CLE","CLE @ LAC","04/07/2024","L","48","118.0","120.0","-2.0","64.3","2.45","19.6","22.4","69.8","44.6","11.0","54.0","59.1","100.00","49.6"
"HOU","HOU @ DAL","04/07/2024","L","53","120.4","131.3","-10.9","67.4","2.82","20.1","21.2","76.2","45.7","9.7","58.6","62.7","101.89","45.7"
"OKC","OKC @ CHA","04/07/2024","W","48","126.0","121.6","4.4","73.3","1.94","22.9","34.1","69.2","50.6","17.7","62.1","64.0","96.50","49.6"
"MIN","MIN @ LAL","04/07/2024","W","48","123.3","113.6","9.7","58.0","1.81","19.5","35.4","71.7","53.2","15.5","59.3","61.6","103.00","52.3"
"BOS","BOS vs. POR","04/07/2024","W","48","124.0","107.0","17.0","69.4","2.62","24.3","17.5","59.7","43.1","13.0","65.5","66.9","100.00","60.3"
"ORL","ORL vs. CHI","04/07/2024","W","48","118.9","104.3","14.7","57.1","2.40","17.8","33.3","76.2","53.3","10.5","52.8","57.4","94.50","58.0"
"PHX","PHX vs. NOP","04/07/2024","L","48","107.1","115.3","-8.2","76.9","1.88","21.4","24.5","73.3","47.9","16.3","52.9","56.4","98.00","46.9"
"NYK","NYK @ MIL","04/07/2024","W","48","132.6","117.2","15.4","55.6","3.57","18.8","33.3","73.8","52.2","7.6","56.5","60.0","92.50","52.9"
"CHI","CHI @ ORL","04/07/2024","L","48","104.3","118.9","-14.7","52.6","0.95","16.1","23.8","66.7","46.7","22.3","54.7","57.9","94.50","42.0"
"POR","POR @ BOS","04/07/2024","L","48","107.0","124.0","-17.0","65.0","1.73","17.2","40.3","82.5","56.9","15.0","46.1","49.7","100.00","39.7"
"CHA","CHA vs. OKC","04/07/2024","L","48","121.6","126.0","-4.4","64.4","1.61","21.5","30.8","65.9","49.4","18.6","64.5","66.2","96.50","50.4"
"LAC","LAC vs. CLE","04/07/2024","W","48","120.0","118.0","2.0","63.4","1.63","18.7","30.2","77.6","55.4","16.0","57.1","63.5","100.00","50.4"
"UTA","UTA @ GSW","04/07/2024","L","48","114.6","122.9","-8.3","53.8","1.91","16.8","17.4","62.8","39.3","11.5","56.0","59.6","96.00","43.1"
"GSW","GSW vs. UTA","04/07/2024","W","48","122.9","114.6","8.3","65.3","2.00","22.2","37.2","82.6","60.7","16.7","60.9","62.3","96.00","56.9"
"WAS","WAS @ TOR","04/07/2024","L","48","111.9","118.2","-6.3","69.0","1.93","19.7","17.6","74.5","46.1","13.8","56.2","59.7","109.50","46.7"
"DAL","DAL vs. HOU","04/07/2024","W","53","131.3","120.4","10.9","45.7","1.24","14.7","23.8","78.8","54.3","15.2","62.9","70.1","101.89","54.3"
"MIA","MIA @ IND","04/07/2024","L","48","121.1","121.9","-0.8","53.8","3.00","16.8","19.6","79.1","48.3","7.4","51.2","58.6","95.50","46.7"
"PHI","PHI @ SAS","04/07/2024","W","58","109.0","103.3","5.7","59.6","2.58","18.8","23.8","74.5","47.5","9.8","50.9","54.3","100.97","51.4"
"SAC","SAC @ BKN","04/07/2024","W","48","108.1","77.0","31.1","77.5","3.44","22.0","21.8","79.3","51.3","9.1","50.5","52.9","99.50","68.3"
"NOP","NOP @ PHX","04/07/2024","W","48","115.3","107.1","8.2","65.0","1.86","19.3","26.7","75.5","52.1","14.3","56.5","60.5","98.00","53.1"
"IND","IND vs. MIA","04/07/2024","W","48","121.9","121.1","0.8","61.4","3.86","20.5","20.9","80.4","51.7","7.3","56.4","61.4","95.50","53.3"
"SAS","SAS vs. PHI","04/07/2024","L","58","103.3","109.0","-5.7","70.5","1.24","18.6","25.5","76.2","52.5","20.5","53.1","57.6","100.97","48.6"
"MIL","MIL vs. NYK","04/07/2024","L","48","117.2","132.6","-15.4","77.1","1.93","20.6","26.2","66.7","47.8","15.1","54.7","61.2","92.50","47.1"
"BKN","BKN vs. SAC","04/07/2024","L","48","77.0","108.1","-31.1","56.7","1.00","13.3","20.7","78.2","48.7","17.0","39.0","42.0","99.50","31.7"
"TOR","TOR vs. WAS","04/07/2024","W","48","118.2","111.9","6.3","67.3","2.36","21.2","25.5","82.4","53.9","12.7","56.8","60.0","109.50","53.3"
"LAL","LAL vs. CLE","04/06/2024","W","48","116.0","96.0","20.0","66.7","1.50","21.7","20.5","69.2","48.4","20.0","66.3","66.6","100.50","60.4"
"CLE","CLE @ LAL","04/06/2024","L","48","96.0","116.0","-20.0","61.5","1.26","17.0","30.8","79.5","51.6","18.8","49.4","50.9","100.50","39.6"
"DET","DET @ BKN","04/06/2024","L","48","108.4","117.7","-9.3","59.5","2.50","19.2","19.6","65.8","39.3","10.5","54.9","54.9","95.50","41.1"
"PHI","PHI @ MEM","04/06/2024","W","48","117.2","96.0","21.2","65.9","1.42","19.9","24.4","64.2","46.8","19.2","62.0","65.1","99.50","61.7"
"BKN","BKN vs. DET","04/06/2024","W","48","117.7","108.4","9.3","52.6","1.11","15.6","34.2","80.4","60.7","18.8","59.6","64.6","95.50","58.9"
"ATL","ATL @ DEN","04/06/2024","L","48","104.8","135.2","-30.5","81.1","1.88","20.4","22.2","77.8","44.4","15.2","49.4","55.1","105.00","36.6"
"DEN","DEN vs. ATL","04/06/2024","W","48","135.2","104.8","30.5","71.7","2.24","25.2","22.2","77.8","55.6","16.2","73.3","74.7","105.00","63.4"
"MEM","MEM vs. PHI","04/06/2024","L","48","96.0","117.2","-21.2","58.3","1.11","15.3","35.8","75.6","53.2","19.0","46.6","49.9","99.50","38.3"
"OKC","OKC @ IND","04/05/2024","L","48","108.7","123.5","-14.8","57.1","1.60","17.5","21.7","77.3","48.9","14.6","53.5","58.0","102.50","45.7"
"PHX","PHX vs. MIN","04/05/2024","W","48","95.1","87.0","8.1","87.9","1.61","21.0","17.4","80.0","51.5","17.6","49.3","54.6","101.00","59.0"
"TOR","TOR @ MIL","04/05/2024","W","48","113.6","105.7","7.9","66.7","1.41","17.5","22.2","72.2","49.5","16.5","54.4","61.7","104.00","55.8"
"CHI","CHI vs. NYK","04/05/2024","W","48","108.0","102.0","6.0","61.4","1.59","18.4","39.2","75.0","57.3","17.0","51.1","54.0","99.00","57.6"
"GSW","GSW @ DAL","04/05/2024","L","48","102.9","105.9","-3.0","65.9","1.80","18.5","29.1","77.8","51.0","14.6","50.5","52.5","102.50","47.4"
"SAS","SAS @ NOP","04/05/2024","W","48","113.3","112.4","0.9","81.0","2.00","24.1","22.7","71.4","46.5","17.3","60.8","62.6","97.50","51.5"
"WAS","WAS vs. POR","04/05/2024","L","48","105.2","110.2","-5.0","63.2","2.40","17.8","25.5","60.7","43.2","10.3","46.0","50.4","97.50","47.0"
"CHA","CHA vs. ORL","04/05/2024","W","48","129.2","118.6","10.6","67.4","1.45","22.1","20.7","63.0","48.2","20.8","70.1","75.5","96.50","56.9"
"MIA","MIA @ HOU","04/05/2024","W","48","119.0","105.1","13.9","61.4","3.00","19.7","22.2","75.4","52.0","9.0","56.7","60.6","99.50","56.8"
"MIN","MIN @ PHX","04/05/2024","L","48","87.0","95.1","-8.1","69.7","1.21","17.2","20.0","82.6","48.5","19.0","44.7","47.7","101.00","41.0"
"NYK","NYK @ CHI","04/05/2024","L","48","102.0","108.0","-6.0","61.1","1.22","16.5","25.0","60.8","42.7","18.4","49.4","53.4","99.00","42.4"
"MEM","MEM vs. DET","04/05/2024","W","48","110.2","92.8","17.4","57.1","1.14","16.8","44.0","76.0","60.0","21.4","52.2","55.6","97.50","58.3"
"ORL","ORL @ CHA","04/05/2024","L","48","118.6","129.2","-10.6","57.1","2.40","17.3","37.0","79.3","51.8","10.3","49.5","54.5","96.50","43.1"
"DET","DET @ MEM","04/05/2024","L","48","92.8","110.2","-17.4","68.8","1.22","16.8","24.0","56.0","40.0","18.6","45.6","50.2","97.50","41.7"
"NOP","NOP vs. SAS","04/05/2024","L","48","112.4","113.3","-0.9","63.6","1.65","20.4","28.6","77.3","53.5","17.5","56.4","59.7","97.50","48.5"
"LAC","LAC vs. UTA","04/05/2024","W","48","126.0","99.0","26.9","62.7","2.13","21.8","26.2","71.7","52.9","14.4","63.2","66.2","103.50","64.5"
"UTA","UTA @ LAC","04/05/2024","L","48","99.0","126.0","-26.9","57.1","1.33","14.3","28.3","73.8","47.1","14.6","43.4","49.2","103.50","35.5"
"SAC","SAC @ BOS","04/05/2024","L","48","105.3","108.6","-3.3","55.3","3.00","15.4","33.3","75.0","52.2","7.4","47.0","47.7","94.00","44.7"
